# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Tue Feb  6 04:36:20 2018
#
# CONSTRAINT:  where (kepler_name not null
# CONSTRAINT:  and koi_disposition like '%CONFIRMED%'
# CONSTRAINT:  and koi_count > 1
# CONSTRAINT:  )
# CONSTRAINT:  order by kepler_name asc
#
# COLUMN kepid:          KepID
# COLUMN kepoi_name:     KOI Name
# COLUMN kepler_name:    Kepler Name
# COLUMN koi_disposition: Exoplanet Archive Disposition
# COLUMN koi_pdisposition: Disposition Using Kepler Data
# COLUMN koi_period:     Orbital Period [days]
# COLUMN koi_period_err1: Orbital Period Upper Unc. [days]
# COLUMN koi_period_err2: Orbital Period Lower Unc. [days]
# COLUMN koi_time0bk:    Transit Epoch [BKJD]
# COLUMN koi_time0bk_err1: Transit Epoch Upper Unc. [BKJD]
# COLUMN koi_time0bk_err2: Transit Epoch Lower Unc. [BKJD]
# COLUMN koi_duration:   Transit Duration [hrs]
# COLUMN koi_duration_err1: Transit Duration Upper Unc. [hrs]
# COLUMN koi_duration_err2: Transit Duration Lower Unc. [hrs]
# COLUMN koi_depth:      Transit Depth [ppm]
# COLUMN koi_depth_err1: Transit Depth Upper Unc. [ppm]
# COLUMN koi_depth_err2: Transit Depth Lower Unc. [ppm]
# COLUMN koi_prad:       Planetary Radius [Earth radii]
# COLUMN koi_prad_err1:  Planetary Radius Upper Unc. [Earth radii]
# COLUMN koi_prad_err2:  Planetary Radius Lower Unc. [Earth radii]
# COLUMN koi_count:      Number of Planets
# COLUMN koi_steff:      Stellar Effective Temperature [K]
# COLUMN koi_steff_err1: Stellar Effective Temperature Upper Unc. [K]
# COLUMN koi_steff_err2: Stellar Effective Temperature Lower Unc. [K]
# COLUMN koi_srad:       Stellar Radius [Solar radii]
# COLUMN koi_srad_err1:  Stellar Radius Upper Unc. [Solar radii]
# COLUMN koi_srad_err2:  Stellar Radius Lower Unc. [Solar radii]
# COLUMN ra:             RA [decimal degrees]
# COLUMN dec:            Dec [decimal degrees]
# COLUMN koi_kepmag:     Kepler-band [mag]
#
rowid,kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_count,koi_steff,koi_steff_err1,koi_steff_err2,koi_srad,koi_srad_err1,koi_srad_err2,ra,dec,koi_kepmag
1243,8150320,K00904.03,Kepler-55 c,CONFIRMED,CANDIDATE,42.140608900,3.1430000e-04,-3.1430000e-04,139.0604000,4.850000e-03,-4.850000e-03,5.08300,0.15500,-0.15500,895.5,4.360e+01,-4.360e+01,1.85,0.13,-5.000e-02,5,4500.00,90.00,-90.00,0.6460,0.0430,-0.0200,285.168330,44.026459,15.791
1244,8150320,K00904.04,Kepler-55 e,CONFIRMED,CANDIDATE,4.617490562,9.4500000e-06,-9.4500000e-06,135.0490900,1.700000e-03,-1.700000e-03,2.26180,0.04770,-0.04770,575.8,2.180e+01,-2.180e+01,1.62,0.11,-5.000e-02,5,4500.00,90.00,-90.00,0.6460,0.0430,-0.0200,285.168330,44.026459,15.791
1245,8150320,K00904.05,Kepler-55 f,CONFIRMED,CANDIDATE,10.198492550,3.2500000e-05,-3.2500000e-05,137.9206700,2.680000e-03,-2.680000e-03,2.42830,0.07050,-0.07050,634.1,3.130e+01,-3.130e+01,1.75,0.11,-6.000e-02,5,4500.00,90.00,-90.00,0.6460,0.0430,-0.0200,285.168330,44.026459,15.791
1247,8226994,K00906.01,Kepler-250 c,CONFIRMED,CANDIDATE,7.156815520,1.2010000e-05,-1.2010000e-05,174.1351100,1.330000e-03,-1.330000e-03,2.58820,0.04630,-0.04630,867.0,1.980e+01,-1.980e+01,2.47,0.10,-2.000e-01,3,5029.00,83.00,-75.00,0.8380,0.0330,-0.0660,289.594760,44.141949,15.460
1248,8226994,K00906.02,Kepler-250 d,CONFIRMED,CANDIDATE,17.648308510,5.4990000e-05,-5.4990000e-05,133.5453300,2.520000e-03,-2.520000e-03,2.08730,0.07520,-0.07520,763.3,3.570e+01,-3.570e+01,2.43,0.10,-1.900e-01,3,5029.00,83.00,-75.00,0.8380,0.0330,-0.0660,289.594760,44.141949,15.460
1249,8226994,K00906.03,Kepler-250 b,CONFIRMED,CANDIDATE,4.148107190,3.0530000e-05,-3.0530000e-05,133.3881000,5.580000e-03,-5.580000e-03,2.53500,0.18300,-0.18300,175.2,1.530e+01,-1.530e+01,1.08,0.04,-9.000e-02,3,5029.00,83.00,-75.00,0.8380,0.0330,-0.0660,289.594760,44.141949,15.460
1250,8247638,K00907.01,Kepler-251 c,CONFIRMED,CANDIDATE,16.514109890,3.3870000e-05,-3.3870000e-05,176.1168600,1.650000e-03,-1.650000e-03,4.15750,0.05390,-0.05390,973.5,1.850e+01,-1.850e+01,2.72,0.27,-2.400e-01,4,5527.00,111.00,-111.00,0.8660,0.0890,-0.0740,296.566220,44.105862,15.223
1251,8247638,K00907.02,Kepler-251 d,CONFIRMED,CANDIDATE,30.132929800,1.0130000e-04,-1.0130000e-04,190.3833600,2.820000e-03,-2.820000e-03,5.17200,0.11300,-0.11300,1015.8,2.400e+01,-2.400e+01,3.14,0.32,-2.700e-01,4,5527.00,111.00,-111.00,0.8660,0.0890,-0.0740,296.566220,44.105862,15.223
1252,8247638,K00907.03,Kepler-251 b,CONFIRMED,CANDIDATE,4.790908090,2.2820000e-05,-2.2820000e-05,136.3110600,3.920000e-03,-3.920000e-03,2.60300,0.11000,-0.11000,251.3,1.320e+01,-1.320e+01,1.36,0.14,-1.200e-01,4,5527.00,111.00,-111.00,0.8660,0.0890,-0.0740,296.566220,44.105862,15.223
1253,8247638,K00907.04,Kepler-251 e,CONFIRMED,CANDIDATE,99.641596200,6.6370000e-04,-6.6370000e-04,198.6866400,5.080000e-03,-5.080000e-03,4.44800,0.14000,-0.14000,952.5,4.410e+01,-4.410e+01,2.64,0.27,-2.300e-01,4,5527.00,111.00,-111.00,0.8660,0.0890,-0.0740,296.566220,44.105862,15.223
1257,8490993,K00911.01,Kepler-722 b,CONFIRMED,CANDIDATE,4.093578461,8.9550000e-06,-8.9550000e-06,171.0095400,1.760000e-03,-1.760000e-03,2.58330,0.06300,-0.06300,538.6,1.700e+01,-1.700e+01,2.85,0.80,-3.400e-01,2,6077.00,162.00,-217.00,0.9990,0.2800,-0.1200,290.263280,44.556450,15.399
1258,8490993,K00911.02,Kepler-722 c,CONFIRMED,CANDIDATE,105.145959000,1.9970000e-03,-1.9970000e-03,178.3670000,1.120000e-02,-1.120000e-02,8.59300,0.44600,-0.44600,685.4,4.560e+01,-4.560e+01,3.43,0.96,-4.200e-01,2,6077.00,162.00,-217.00,0.9990,0.2800,-0.1200,290.263280,44.556450,15.399
1259,8505670,K00912.01,Kepler-252 c,CONFIRMED,CANDIDATE,10.848451800,1.6310000e-05,-1.6310000e-05,171.8058400,1.220000e-03,-1.220000e-03,2.99930,0.04310,-0.04310,1675.6,2.880e+01,-2.880e+01,2.34,0.44,-4.300e-01,2,4201.00,676.00,-416.00,0.5910,0.1090,-0.1090,295.579350,44.545959,15.058
1260,8505670,K00912.02,Kepler-252 b,CONFIRMED,CANDIDATE,6.668332410,3.4490000e-05,-3.4490000e-05,137.4398800,4.050000e-03,-4.050000e-03,1.91500,0.13200,-0.13200,362.3,3.010e+01,-3.010e+01,1.18,0.21,-2.200e-01,2,4201.00,676.00,-416.00,0.5910,0.1090,-0.1090,295.579350,44.545959,15.058
1269,8689373,K00921.01,Kepler-253 c,CONFIRMED,CANDIDATE,10.281945930,1.8840000e-05,-1.8840000e-05,175.3398800,1.440000e-03,-1.440000e-03,3.43660,0.05410,-0.05410,1110.7,2.130e+01,-2.130e+01,2.53,0.36,-1.900e-01,3,5196.00,155.00,-155.00,0.7750,0.1110,-0.0560,291.841980,44.858089,15.532
1270,8689373,K00921.02,Kepler-253 d,CONFIRMED,CANDIDATE,18.119930390,3.7010000e-05,-3.7010000e-05,182.6153500,1.640000e-03,-1.640000e-03,4.23090,0.05810,-0.05810,1506.9,2.580e+01,-2.580e+01,2.95,0.42,-2.200e-01,3,5196.00,155.00,-155.00,0.7750,0.1110,-0.0560,291.841980,44.858089,15.532
1271,8689373,K00921.03,Kepler-253 b,CONFIRMED,CANDIDATE,3.784028670,1.0760000e-05,-1.0760000e-05,133.2813300,2.360000e-03,-2.360000e-03,1.90120,0.06780,-0.06780,426.1,1.840e+01,-1.840e+01,1.70,0.25,-1.200e-01,3,5196.00,155.00,-155.00,0.7750,0.1110,-0.0560,291.841980,44.858089,15.532
1279,9141746,K00929.01,Kepler-730 b,CONFIRMED,CANDIDATE,6.491682808,1.6850000e-06,-1.6850000e-06,174.6335530,2.160000e-04,-2.160000e-04,4.30100,0.02720,-0.02720,7163.3,1.720e+01,-1.720e+01,9.66,3.27,-1.310e+00,2,6123.00,193.00,-265.00,1.1070,0.3750,-0.1500,285.554810,45.578861,15.649
1285,9334289,K00934.01,Kepler-254 b,CONFIRMED,CANDIDATE,5.826657508,6.4340000e-06,-6.4340000e-06,173.0114110,9.250000e-04,-9.250000e-04,2.91830,0.03210,-0.03210,1539.1,2.090e+01,-2.090e+01,4.09,0.60,-4.900e-01,3,5561.00,75.00,-83.00,1.0600,0.1560,-0.1270,288.164700,45.816509,15.843
1286,9334289,K00934.02,Kepler-254 c,CONFIRMED,CANDIDATE,12.412163470,5.7120000e-05,-5.7120000e-05,142.5403900,4.090000e-03,-4.090000e-03,3.73900,0.11100,-0.11100,611.3,2.600e+01,-2.600e+01,2.58,0.38,-3.100e-01,3,5561.00,75.00,-83.00,1.0600,0.1560,-0.1270,288.164700,45.816509,15.843
1287,9334289,K00934.03,Kepler-254 d,CONFIRMED,CANDIDATE,18.746490110,8.7630000e-05,-8.7630000e-05,147.1307400,3.760000e-03,-3.760000e-03,3.89500,0.12700,-0.12700,796.8,3.280e+01,-3.280e+01,3.05,0.45,-3.700e-01,3,5561.00,75.00,-83.00,1.0600,0.1560,-0.1270,288.164700,45.816509,15.843
1288,9347899,K00935.01,Kepler-31 b,CONFIRMED,CANDIDATE,20.860212290,2.3860000e-05,-2.3860000e-05,180.0177570,9.340000e-04,-9.340000e-04,5.19370,0.03350,-0.03350,1910.5,1.750e+01,-1.750e+01,5.50,0.82,-1.090e+00,4,6035.00,120.00,-120.00,1.2570,0.1870,-0.2500,294.023010,45.853081,15.237
1289,9347899,K00935.02,Kepler-31 c,CONFIRMED,CANDIDATE,42.634278480,7.6740000e-05,-7.6740000e-05,141.1695400,1.510000e-03,-1.510000e-03,6.19980,0.05350,-0.05350,1719.3,2.280e+01,-2.280e+01,5.22,0.78,-1.030e+00,4,6035.00,120.00,-120.00,1.2570,0.1870,-0.2500,294.023010,45.853081,15.237
1290,9347899,K00935.03,Kepler-31 d,CONFIRMED,CANDIDATE,87.647606800,4.1970000e-04,-4.1970000e-04,134.9422200,4.050000e-03,-4.050000e-03,8.87100,0.12800,-0.12800,1009.6,2.740e+01,-2.740e+01,4.00,0.60,-7.900e-01,4,6035.00,120.00,-120.00,1.2570,0.1870,-0.2500,294.023010,45.853081,15.237
1292,9388479,K00936.01,Kepler-732 b,CONFIRMED,CANDIDATE,9.467821474,6.1290000e-06,-6.1290000e-06,178.4158420,5.170000e-04,-5.170000e-04,2.43270,0.02210,-0.02210,2237.0,1.980e+01,-1.980e+01,2.13,0.19,-2.500e-01,2,3582.00,71.00,-89.00,0.4580,0.0400,-0.0550,283.732030,45.958771,15.073
1293,9388479,K00936.02,Kepler-732 c,CONFIRMED,CANDIDATE,0.893040969,4.6100000e-07,-4.6100000e-07,134.5403420,4.180000e-04,-4.180000e-04,1.09810,0.01590,-0.01590,741.7,1.020e+01,-1.020e+01,1.24,0.10,-1.500e-01,2,3582.00,71.00,-89.00,0.4580,0.0400,-0.0550,283.732030,45.958771,15.073
1295,9415172,K00938.01,Kepler-255 c,CONFIRMED,CANDIDATE,9.946023570,2.0700000e-05,-2.0700000e-05,171.7019200,1.650000e-03,-1.650000e-03,3.38620,0.05570,-0.05570,994.5,2.050e+01,-2.050e+01,3.12,0.44,-4.300e-01,3,5344.00,80.00,-80.00,1.0130,0.1410,-0.1410,296.064240,45.976841,15.596
1296,9415172,K00938.02,Kepler-255 d,CONFIRMED,CANDIDATE,1.045621950,2.7170000e-06,-2.7170000e-06,133.9191200,2.250000e-03,-2.250000e-03,1.89550,0.07250,-0.07250,213.0,9.700e+00,-9.700e+00,1.45,0.20,-2.000e-01,3,5344.00,80.00,-80.00,1.0130,0.1410,-0.1410,296.064240,45.976841,15.596
1297,9415172,K00938.03,Kepler-255 b,CONFIRMED,CANDIDATE,5.714623960,3.2500000e-05,-3.2500000e-05,132.6386600,4.320000e-03,-4.320000e-03,2.33600,0.12400,-0.12400,297.8,1.980e+01,-1.980e+01,1.78,0.24,-2.500e-01,3,5344.00,80.00,-80.00,1.0130,0.1410,-0.1410,296.064240,45.976841,15.596
1298,9466668,K00939.01,Kepler-256 c,CONFIRMED,CANDIDATE,3.388012244,9.4900000e-06,-9.4900000e-06,170.5336000,2.280000e-03,-2.280000e-03,2.68490,0.07190,-0.07190,280.1,9.900e+00,-9.900e+00,2.11,0.33,-4.100e-01,4,5553.00,111.00,,1.2500,0.1960,-0.2400,292.580440,46.097389,15.065
1299,9466668,K00939.02,Kepler-256 d,CONFIRMED,CANDIDATE,5.839097610,2.0220000e-05,-2.0220000e-05,132.0926100,2.910000e-03,-2.910000e-03,3.19150,0.08990,-0.08990,273.6,1.160e+01,-1.160e+01,2.06,0.33,-3.900e-01,4,5553.00,111.00,0.00,1.2500,0.1960,-0.2400,292.580440,46.097389,15.065
1300,9466668,K00939.03,Kepler-256 b,CONFIRMED,CANDIDATE,1.620467654,5.9240000e-06,-5.9240000e-06,132.0638800,3.280000e-03,-3.280000e-03,2.18880,0.09950,-0.09950,159.6,8.300e+00,-8.300e+00,1.57,0.24,-3.000e-01,4,5553.00,111.00,0.00,1.2500,0.1960,-0.2400,292.580440,46.097389,15.065
1301,9466668,K00939.04,Kepler-256 e,CONFIRMED,CANDIDATE,10.681695100,5.1740000e-05,-5.1740000e-05,131.5508200,3.720000e-03,-3.720000e-03,3.60500,0.11000,-0.11000,307.8,1.460e+01,-1.460e+01,2.30,0.36,-4.400e-01,4,5553.00,111.00,0.00,1.2500,0.1960,-0.2400,292.580440,46.097389,15.065
1303,9480189,K00941.01,Kepler-257 c,CONFIRMED,CANDIDATE,6.581477136,5.4850000e-06,-5.4850000e-06,174.7878140,6.300000e-04,-6.300000e-04,3.08960,0.03680,-0.03680,2318.9,2.210e+01,-2.210e+01,4.56,1.56,-7.200e-01,3,5188.00,171.00,-155.00,0.9730,0.3330,-0.1540,297.315980,46.023258,15.471
1304,9480189,K00941.02,Kepler-257 b,CONFIRMED,CANDIDATE,2.382652873,3.5950000e-06,-3.5950000e-06,170.6662600,1.190000e-03,-1.190000e-03,1.88880,0.04480,-0.04480,705.4,1.810e+01,-1.810e+01,2.74,0.94,-4.300e-01,3,5188.00,171.00,-155.00,0.9730,0.3330,-0.1540,297.315980,46.023258,15.471
1305,9480189,K00941.03,Kepler-257 d,CONFIRMED,CANDIDATE,24.664614160,4.0620000e-05,-4.0620000e-05,189.0203100,1.120000e-03,-1.120000e-03,2.85790,0.06170,-0.06170,2398.8,4.680e+01,-4.680e+01,5.34,1.83,-8.400e-01,3,5188.00,171.00,-155.00,0.9730,0.3330,-0.1540,297.315980,46.023258,15.471
1317,9775938,K00951.01,Kepler-258 b,CONFIRMED,CANDIDATE,13.197206940,1.2120000e-05,-1.2120000e-05,171.5454790,7.120000e-04,-7.120000e-04,3.48720,0.04890,-0.04890,2141.4,2.020e+01,-2.020e+01,4.18,4.82,-6.000e-01,2,4954.00,148.00,-148.00,0.8850,1.0190,-0.1270,294.068480,46.579330,15.223
1318,9775938,K00951.02,Kepler-258 c,CONFIRMED,CANDIDATE,33.652847400,1.0540000e-04,-1.0540000e-04,147.8025000,2.660000e-03,-2.660000e-03,3.96160,0.09490,-0.09490,1140.8,2.960e+01,-2.960e+01,3.05,3.52,-4.400e-01,2,4954.00,148.00,-148.00,0.8850,1.0190,-0.1270,294.068480,46.579330,15.223
1319,9787239,K00952.01,Kepler-32 b,CONFIRMED,CANDIDATE,5.901278150,7.0300000e-06,-7.0300000e-06,171.4067400,8.840000e-04,-8.840000e-04,2.19790,0.03070,-0.03070,1525.2,2.890e+01,-2.890e+01,1.94,0.13,-2.000e-01,5,3731.00,73.00,-83.00,0.4980,0.0340,-0.0510,297.842410,46.574268,15.801
1320,9787239,K00952.02,Kepler-32 c,CONFIRMED,CANDIDATE,8.752096910,1.3060000e-05,-1.3060000e-05,170.6367100,1.180000e-03,-1.180000e-03,2.37420,0.03840,-0.03840,1367.6,3.250e+01,-3.250e+01,1.83,0.13,-1.900e-01,5,3731.00,73.00,-83.00,0.4980,0.0340,-0.0510,297.842410,46.574268,15.801
1321,9787239,K00952.03,Kepler-32 d,CONFIRMED,CANDIDATE,22.780782410,3.9510000e-05,-3.9510000e-05,155.2040800,1.380000e-03,-1.380000e-03,3.30020,0.04490,-0.04490,1925.1,4.230e+01,-4.230e+01,2.17,0.15,-2.200e-01,5,3731.00,73.00,-83.00,0.4980,0.0340,-0.0510,297.842410,46.574268,15.801
1322,9787239,K00952.04,Kepler-32 e,CONFIRMED,CANDIDATE,2.896005211,4.3170000e-06,-4.3170000e-06,133.6122800,1.180000e-03,-1.180000e-03,1.67760,0.03450,-0.03450,614.1,2.320e+01,-2.320e+01,1.23,0.08,-1.300e-01,5,3731.00,73.00,-83.00,0.4980,0.0340,-0.0510,297.842410,46.574268,15.801
1323,9787239,K00952.05,Kepler-32 f,CONFIRMED,CANDIDATE,0.742957911,2.3000000e-07,-2.3000000e-07,133.2793600,2.280000e-04,-2.280000e-04,0.66880,0.05100,-0.05100,843.3,1.360e+01,-1.360e+01,1.47,0.10,-1.500e-01,5,3731.00,73.00,-83.00,0.4980,0.0340,-0.0510,297.842410,46.574268,15.801
1325,9823457,K00954.01,Kepler-259 b,CONFIRMED,CANDIDATE,8.115287270,1.3400000e-05,-1.3400000e-05,174.5225700,1.420000e-03,-1.420000e-03,3.21100,0.10000,-0.10000,834.9,1.530e+01,-1.530e+01,3.10,0.90,-3.000e-01,2,5926.00,160.00,-178.00,0.8870,0.2590,-0.0860,288.211940,46.615002,15.219
1326,9823457,K00954.02,Kepler-259 c,CONFIRMED,CANDIDATE,36.925040900,1.1650000e-04,-1.1650000e-04,174.2224600,2.360000e-03,-2.360000e-03,4.93810,0.07380,-0.07380,902.0,2.430e+01,-2.430e+01,3.01,0.88,-2.900e-01,2,5926.00,160.00,-178.00,0.8870,0.2590,-0.0860,288.211940,46.615002,15.219
1333,8561063,K00961.01,Kepler-42 b,CONFIRMED,CANDIDATE,1.213770423,3.2700000e-07,-3.2700000e-07,170.4836450,1.950000e-04,-1.950000e-04,0.55320,0.00939,-0.00939,1821.0,1.950e+01,-1.950e+01,0.78,0.20,-9.000e-02,3,3292.00,44.00,-24.00,0.1480,0.0390,-0.0170,292.219060,44.619160,15.920
1334,8561063,K00961.02,Kepler-42 c,CONFIRMED,FALSE POSITIVE,0.453287416,1.0200000e-07,-1.0200000e-07,133.8697410,1.860000e-04,-1.860000e-04,0.44450,0.01500,-0.01500,1461.5,1.130e+01,-1.130e+01,0.76,0.19,-9.000e-02,3,3292.00,44.00,-24.00,0.1480,0.0390,-0.0170,292.219060,44.619160,15.920
1335,8561063,K00961.03,Kepler-42 d,CONFIRMED,CANDIDATE,1.865114193,1.0050000e-06,-1.0050000e-06,133.7923440,4.760000e-04,-4.760000e-04,0.42790,0.02210,-0.02210,1124.8,2.210e+01,-2.210e+01,0.66,0.17,-8.000e-02,3,3292.00,44.00,-24.00,0.1480,0.0390,-0.0170,292.219060,44.619160,15.920
1357,2854698,K00986.01,Kepler-260 b,CONFIRMED,CANDIDATE,8.187394430,1.9440000e-05,-1.9440000e-05,260.8693100,1.720000e-03,-1.720000e-03,3.04720,0.05960,-0.05960,517.6,1.470e+01,-1.470e+01,1.92,0.13,-1.400e-01,2,5251.00,105.00,-105.00,0.8490,0.0560,-0.0630,291.925960,38.014118,14.138
1358,2854698,K00986.02,Kepler-260 c,CONFIRMED,CANDIDATE,76.049816300,8.7760000e-04,-8.7760000e-04,161.7144500,9.320000e-03,-9.320000e-03,7.15800,0.33100,-0.33100,445.9,2.770e+01,-2.770e+01,1.75,0.11,-1.300e-01,2,5251.00,105.00,-105.00,0.8490,0.0560,-0.0630,291.925960,38.014118,14.138
1360,2302548,K00988.01,Kepler-261 b,CONFIRMED,CANDIDATE,10.381224470,2.1310000e-05,-2.1310000e-05,268.0242100,1.490000e-03,-1.490000e-03,2.71500,0.05520,-0.05520,801.5,2.150e+01,-2.150e+01,2.18,0.15,-1.000e-01,2,5095.00,101.00,-101.00,0.7800,0.0550,-0.0350,291.364780,37.609169,13.562
1361,2302548,K00988.02,Kepler-261 c,CONFIRMED,CANDIDATE,24.570902300,1.0090000e-04,-1.0090000e-04,135.8720900,3.300000e-03,-3.300000e-03,3.58700,0.18100,-0.18100,764.2,3.170e+01,-3.170e+01,2.82,0.20,-1.200e-01,2,5095.00,101.00,-101.00,0.7800,0.0550,-0.0350,291.364780,37.609169,13.562
1364,1432789,K00992.01,Kepler-745 b,CONFIRMED,CANDIDATE,9.931463070,5.1860000e-05,-5.1860000e-05,136.4912800,4.420000e-03,-4.420000e-03,5.67800,0.12700,-0.12700,398.6,1.640e+01,-1.640e+01,2.41,0.39,-3.500e-01,2,5782.00,78.00,-78.00,1.2200,0.1960,-0.1760,291.499420,37.059280,15.214
1366,1718189,K00993.01,Kepler-262 c,CONFIRMED,CANDIDATE,21.853629050,9.2260000e-05,-9.2260000e-05,144.3203100,3.790000e-03,-3.790000e-03,3.43900,0.10800,-0.10800,355.6,1.670e+01,-1.670e+01,1.75,0.47,-1.600e-01,3,5830.00,146.00,-161.00,0.8760,0.2340,-0.0780,290.728670,37.252651,14.246
1367,1718189,K00993.02,Kepler-262 b,CONFIRMED,CANDIDATE,13.060793600,1.0530000e-04,-1.0530000e-04,137.6314800,5.770000e-03,-5.770000e-03,3.21500,0.19500,-0.19500,236.6,1.410e+01,-1.410e+01,1.45,0.38,-1.300e-01,3,5830.00,146.00,-161.00,0.8760,0.2340,-0.0780,290.728670,37.252651,14.246
1373,2165002,K00999.01,Kepler-263 b,CONFIRMED,CANDIDATE,16.568068420,5.2260000e-05,-5.2260000e-05,146.1528500,2.310000e-03,-2.310000e-03,4.26470,0.08260,-0.08260,1331.4,3.530e+01,-3.530e+01,2.54,0.15,-1.100e-01,2,4987.00,80.00,-80.00,0.7160,0.0400,-0.0320,292.469760,37.567791,15.391
1374,2165002,K00999.02,Kepler-263 c,CONFIRMED,CANDIDATE,47.332929900,3.4560000e-04,-3.4560000e-04,151.4161400,5.760000e-03,-5.760000e-03,2.70800,0.16800,-0.16800,931.5,7.010e+01,-7.010e+01,2.18,0.13,-9.000e-02,2,4987.00,80.00,-80.00,0.7160,0.0400,-0.0320,292.469760,37.567791,15.391
1376,1871056,K01001.01,Kepler-264 b,CONFIRMED,CANDIDATE,40.806533300,2.0830000e-04,-2.0830000e-04,155.7158600,4.390000e-03,-4.390000e-03,13.13500,0.12500,-0.12500,313.9,6.200e+00,-6.200e+00,3.71,0.62,-1.000e+00,2,6207.00,112.00,-125.00,2.0970,0.3500,-0.5690,292.044620,37.376240,13.038
1377,1871056,K01001.02,Kepler-264 c,CONFIRMED,CANDIDATE,140.107650000,1.8700000e-03,-1.8700000e-03,216.2174900,9.750000e-03,-9.750000e-03,18.50300,0.33300,-0.33300,266.8,9.600e+00,-9.600e+00,3.42,0.57,-9.300e-01,2,6207.00,112.00,-125.00,2.0970,0.3500,-0.5690,292.044620,37.376240,13.038
1390,8158127,K01015.01,Kepler-750 b,CONFIRMED,CANDIDATE,9.428898840,2.3540000e-05,-2.3540000e-05,140.1046000,2.020000e-03,-2.020000e-03,4.44810,0.05820,-0.05820,565.4,1.200e+01,-1.200e+01,4.39,0.61,-1.130e+00,3,5897.00,79.00,-79.00,1.8600,0.2590,-0.4810,289.096890,44.004379,14.500
1391,8158127,K01015.02,Kepler-750 c,CONFIRMED,CANDIDATE,4.088972990,2.1510000e-05,-2.1510000e-05,135.7640200,5.070000e-03,-5.070000e-03,3.58500,0.13800,-0.13800,157.9,9.300e+00,-9.300e+00,2.36,0.32,-6.100e-01,3,5897.00,79.00,-79.00,1.8600,0.2590,-0.4810,289.096890,44.004379,14.500
1398,2716853,K01022.01,Kepler-752 b,CONFIRMED,CANDIDATE,18.827440230,7.9340000e-05,-7.9340000e-05,196.1908800,3.130000e-03,-3.130000e-03,4.66400,0.10600,-0.10600,1006.2,3.620e+01,-3.620e+01,2.70,0.78,-2.500e-01,2,5687.00,169.00,-169.00,0.8600,0.2460,-0.0820,292.268130,37.955639,15.762
1421,5809890,K01050.01,Kepler-755 b,CONFIRMED,CANDIDATE,1.269091415,1.0110000e-06,-1.0110000e-06,133.3436820,6.800000e-04,-6.800000e-04,1.46470,0.02540,-0.02540,340.9,5.600e+00,-5.600e+00,1.41,0.10,-6.000e-02,2,5041.00,100.00,-100.00,0.7660,0.0510,-0.0370,296.860990,41.097340,13.999
1422,5809890,K01050.02,Kepler-755 c,CONFIRMED,CANDIDATE,2.853133997,4.3560000e-06,-4.3560000e-06,133.7967800,1.290000e-03,-1.290000e-03,1.46500,0.04340,-0.04340,277.1,8.300e+00,-8.300e+00,1.36,0.10,-6.000e-02,2,5041.00,100.00,-100.00,0.7660,0.0510,-0.0370,296.860990,41.097340,13.999
1424,5956342,K01052.01,Kepler-265 c,CONFIRMED,CANDIDATE,17.029027860,7.5320000e-05,-7.5320000e-05,143.3339500,3.880000e-03,-3.880000e-03,4.64500,0.11300,-0.11300,568.9,2.050e+01,-2.050e+01,2.54,0.38,-4.100e-01,4,5839.00,105.00,-105.00,1.0670,0.1560,-0.1720,290.510470,41.244820,15.381
1425,5956342,K01052.02,Kepler-265 b,CONFIRMED,CANDIDATE,6.846192360,4.0360000e-05,-4.0360000e-05,132.1726500,5.280000e-03,-5.280000e-03,3.52900,0.14500,-0.14500,246.8,1.520e+01,-1.520e+01,1.67,0.25,-2.700e-01,4,5839.00,105.00,-105.00,1.0670,0.1560,-0.1720,290.510470,41.244820,15.381
1426,5956342,K01052.03,Kepler-265 e,CONFIRMED,CANDIDATE,67.832163800,9.1190000e-04,-9.1190000e-04,125.8810000,1.200000e-02,-1.200000e-02,7.35800,0.25400,-0.25400,507.8,3.330e+01,-3.330e+01,2.39,0.35,-3.800e-01,4,5839.00,105.00,-105.00,1.0670,0.1560,-0.1720,290.510470,41.244820,15.381
1427,5956342,K01052.04,Kepler-265 d,CONFIRMED,CANDIDATE,43.131214700,3.5820000e-04,-3.5820000e-04,166.2610500,7.850000e-03,-7.850000e-03,3.19800,0.18300,-0.18300,447.8,3.960e+01,-3.960e+01,2.39,0.35,-3.900e-01,4,5839.00,105.00,-105.00,1.0670,0.1560,-0.1720,290.510470,41.244820,15.381
1428,5956656,K01053.01,Kepler-756 b,CONFIRMED,CANDIDATE,1.224866441,4.1350000e-06,-4.1350000e-06,133.2082400,2.570000e-03,-2.570000e-03,1.70860,0.08410,-0.08410,196.0,1.090e+01,-1.090e+01,1.54,0.23,-2.200e-01,2,5553.00,74.00,-74.00,1.1070,0.1610,-0.1610,290.607940,41.201092,15.376
