# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Thu Feb  8 04:07:54 2018
#
# CONSTRAINT:  where (kepler_name not null
# CONSTRAINT:  and koi_pdisposition not like '%FALSE POSITIVE%'
# CONSTRAINT:  )
#
# COLUMN kepid:          KepID
# COLUMN kepoi_name:     KOI Name
# COLUMN kepler_name:    Kepler Name
# COLUMN koi_pdisposition: Disposition Using Kepler Data
# COLUMN koi_period:     Orbital Period [days]
# COLUMN koi_period_err1: Orbital Period Upper Unc. [days]
# COLUMN koi_period_err2: Orbital Period Lower Unc. [days]
# COLUMN koi_time0bk:    Transit Epoch [BKJD]
# COLUMN koi_time0bk_err1: Transit Epoch Upper Unc. [BKJD]
# COLUMN koi_time0bk_err2: Transit Epoch Lower Unc. [BKJD]
# COLUMN koi_duration:   Transit Duration [hrs]
# COLUMN koi_duration_err1: Transit Duration Upper Unc. [hrs]
# COLUMN koi_duration_err2: Transit Duration Lower Unc. [hrs]
# COLUMN koi_depth:      Transit Depth [ppm]
# COLUMN koi_depth_err1: Transit Depth Upper Unc. [ppm]
# COLUMN koi_depth_err2: Transit Depth Lower Unc. [ppm]
# COLUMN koi_prad:       Planetary Radius [Earth radii]
# COLUMN koi_prad_err1:  Planetary Radius Upper Unc. [Earth radii]
# COLUMN koi_prad_err2:  Planetary Radius Lower Unc. [Earth radii]
# COLUMN koi_model_snr:  Transit Signal-to-Noise
# COLUMN koi_count:      Number of Planets
# COLUMN koi_tce_plnt_num: TCE Planet Number
# COLUMN koi_tce_delivname: TCE Delivery
# COLUMN koi_steff:      Stellar Effective Temperature [K]
# COLUMN koi_steff_err1: Stellar Effective Temperature Upper Unc. [K]
# COLUMN koi_steff_err2: Stellar Effective Temperature Lower Unc. [K]
# COLUMN koi_slogg:      Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN koi_slogg_err1: Stellar Surface Gravity Upper Unc. [log10(cm/s**2)]
# COLUMN koi_slogg_err2: Stellar Surface Gravity Lower Unc. [log10(cm/s**2)]
# COLUMN koi_srad:       Stellar Radius [Solar radii]
# COLUMN koi_srad_err1:  Stellar Radius Upper Unc. [Solar radii]
# COLUMN koi_srad_err2:  Stellar Radius Lower Unc. [Solar radii]
# COLUMN koi_smass:      Stellar Mass [Solar mass]
# COLUMN ra:             RA [decimal degrees]
# COLUMN dec:            Dec [decimal degrees]
# COLUMN koi_kepmag:     Kepler-band [mag]
#
rowid,kepid,kepoi_name,kepler_name,koi_pdisposition,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_model_snr,koi_count,koi_tce_plnt_num,koi_tce_delivname,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,koi_smass,ra,dec,koi_kepmag
2061,8009350,K01569.01,Kepler-892 b,CANDIDATE,13.752078510,3.4010000e-05,-3.4010000e-05,143.0324100,2.250000e-03,-2.250000e-03,2.88310,0.06880,-0.06880,1215.6,3.720e+01,-3.720e+01,2.81,0.27,-2.100e-01,36.80,1,1,q1_q17_dr25_tce,4802.00,129.00,-144.00,4.616,0.032,-0.048,0.6990,0.0680,-0.0510,0.7380,283.129640,43.888241,15.587
2062,8082001,K01570.01,Kepler-893 b,CANDIDATE,6.338559460,1.2730000e-05,-1.2730000e-05,354.8510400,1.460000e-03,-1.460000e-03,3.46170,0.08840,-0.08840,721.7,1.410e+01,-1.410e+01,3.31,1.09,-3.700e-01,57.40,1,1,q1_q17_dr25_tce,6108.00,193.00,-236.00,4.466,0.056,-0.224,1.0300,0.3410,-0.1140,1.1320,284.963040,43.913010,15.182
2064,10004519,K01572.01,Kepler-894 b,CANDIDATE,9.803211430,2.8680000e-05,-2.8680000e-05,363.9868600,2.130000e-03,-2.130000e-03,4.46170,0.06840,-0.06840,813.4,1.740e+01,-1.740e+01,2.99,0.99,-3.100e-01,53.10,1,1,q1_q17_dr25_tce,6170.00,196.00,-240.00,4.472,0.054,-0.216,0.9920,0.3270,-0.1020,1.0630,288.734070,46.939388,15.439
2067,10028792,K01574.01,Kepler-87 b,CANDIDATE,114.736580000,1.5010000e-04,-1.5010000e-04,165.1506710,9.770000e-04,-9.770000e-04,12.03550,0.09210,-0.09210,4850.0,2.220e+01,-2.220e+01,12.28,1.06,-8.900e-01,230.60,4,1,q1_q17_dr25_tce,5597.00,112.00,-101.00,3.963,0.054,-0.045,1.6990,0.1470,-0.1230,0.9690,297.916870,46.965130,14.600
2072,5299459,K01576.01,Kepler-307 b,CANDIDATE,10.415726660,1.3620000e-05,-1.3620000e-05,143.0477400,1.060000e-03,-1.060000e-03,2.77190,0.04140,-0.04140,825.3,1.350e+01,-1.350e+01,3.01,0.39,-2.600e-01,69.30,2,1,q1_q17_dr25_tce,5511.00,110.00,,4.426,0.081,-0.099,0.9870,0.1280,-0.0850,0.9470,297.795140,40.417709,14.072
2073,5299459,K01576.02,Kepler-307 c,CANDIDATE,13.084242860,2.6090000e-05,-2.6090000e-05,132.6312900,1.570000e-03,-1.570000e-03,3.04010,0.05490,-0.05490,662.0,1.440e+01,-1.440e+01,2.71,0.35,-2.300e-01,51.20,2,2,q1_q17_dr25_tce,5511.00,110.00,0.00,4.426,0.081,-0.099,0.9870,0.1280,-0.0850,0.9470,297.795140,40.417709,14.072
2074,12506770,K01577.01,Kepler-895 b,CANDIDATE,2.806243488,7.5190000e-06,-7.5190000e-06,133.7314000,2.030000e-03,-2.030000e-03,1.62710,0.07010,-0.07010,599.6,3.010e+01,-3.010e+01,1.41,0.06,-8.000e-02,22.40,1,1,q1_q17_dr25_tce,4153.00,83.00,-91.00,4.684,0.023,-0.025,0.5810,0.0270,-0.0300,0.5950,289.290650,51.408890,15.988
2079,7939330,K01581.02,Kepler-896 b,CANDIDATE,144.551628000,2.4960000e-03,-2.4960000e-03,265.9401000,1.030000e-02,-1.030000e-02,16.59900,0.38900,-0.38900,1035.2,3.840e+01,-3.840e+01,3.06,0.71,-2.400e-01,27.10,2,2,q1_q17_dr25_tce,5510.00,166.00,-149.00,4.572,0.038,-0.152,0.8030,0.1880,-0.0630,0.8770,282.439180,43.734482,15.481
2081,12602568,K01583.01,Kepler-897 b,CANDIDATE,8.047277210,2.8900000e-05,-2.8900000e-05,137.2073000,2.800000e-03,-2.800000e-03,5.15900,0.21600,-0.21600,486.0,1.510e+01,-1.510e+01,2.33,0.65,-2.200e-01,36.10,1,1,q1_q17_dr25_tce,5840.00,145.00,-174.00,4.553,0.036,-0.192,0.8490,0.2380,-0.0790,0.9420,290.586850,51.695820,15.068
2082,9941066,K01584.01,Kepler-898 b,CANDIDATE,5.870634160,2.1090000e-05,-2.1090000e-05,137.2481300,2.770000e-03,-2.770000e-03,2.57360,0.09130,-0.09130,505.6,2.530e+01,-2.530e+01,1.44,0.06,-7.000e-02,23.20,1,1,q1_q17_dr25_tce,4166.00,83.00,-83.00,4.660,0.024,-0.022,0.6120,0.0270,-0.0300,0.6240,286.585390,46.870930,15.961
2083,5470739,K01585.01,Kepler-899 b,CANDIDATE,19.178939760,8.0640000e-05,-8.0640000e-05,139.7455200,2.840000e-03,-2.840000e-03,5.14400,0.10500,-0.10500,752.8,2.530e+01,-2.530e+01,2.40,0.71,-2.200e-01,34.30,1,1,q1_q17_dr25_tce,5767.00,173.00,-173.00,4.538,0.035,-0.196,0.8810,0.2600,-0.0810,0.9790,297.482570,40.680779,15.401
2084,10022908,K01586.01,Kepler-900 b,CANDIDATE,6.991304520,1.4490000e-05,-1.4490000e-05,135.4629100,1.520000e-03,-1.520000e-03,2.15680,0.05700,-0.05700,555.4,1.780e+01,-1.780e+01,1.95,0.15,-1.100e-01,36.30,1,1,q1_q17_dr25_tce,4847.00,144.00,-129.00,4.606,0.020,-0.064,0.7610,0.0590,-0.0430,0.8600,296.177280,46.999020,14.940
2086,5617854,K01588.01,Kepler-901 b,CANDIDATE,3.517494725,3.7910000e-06,-3.7910000e-06,135.5467240,9.060000e-04,-9.060000e-04,1.56390,0.03330,-0.03330,532.8,1.200e+01,-1.200e+01,1.42,0.07,-8.000e-02,52.60,1,1,q1_q17_dr25_tce,4132.00,82.00,-91.00,4.699,0.025,-0.028,0.5640,0.0300,-0.0300,0.5780,291.152950,40.887489,14.699
2087,5301750,K01589.01,Kepler-84 b,CANDIDATE,8.725854780,2.9920000e-05,-2.9920000e-05,138.7683800,2.870000e-03,-2.870000e-03,4.47300,0.06580,-0.06580,446.7,1.280e+01,-1.280e+01,2.86,0.45,-4.000e-01,37.70,5,1,q1_q17_dr25_tce,6036.00,120.00,-132.00,4.326,0.120,-0.120,1.1310,0.1760,-0.1580,0.9870,298.252040,40.496078,14.764
2088,5301750,K01589.02,Kepler-84 c,CANDIDATE,12.882913950,6.8880000e-05,-6.8880000e-05,135.1873600,4.240000e-03,-4.240000e-03,5.67600,0.59000,-0.59000,460.5,1.890e+01,-1.890e+01,3.15,0.49,-4.400e-01,33.60,5,2,q1_q17_dr25_tce,6036.00,120.00,-132.00,4.326,0.120,-0.120,1.1310,0.1760,-0.1580,0.9870,298.252040,40.496078,14.764
2089,5301750,K01589.03,Kepler-84 e,CANDIDATE,27.434597300,1.3170000e-04,-1.3170000e-04,145.1232200,3.690000e-03,-3.690000e-03,5.03800,0.12100,-0.12100,472.6,1.940e+01,-1.940e+01,2.56,0.40,-3.500e-01,25.30,5,3,q1_q17_dr25_tce,6036.00,120.00,-132.00,4.326,0.120,-0.120,1.1310,0.1760,-0.1580,0.9870,298.252040,40.496078,14.764
2090,5301750,K01589.04,Kepler-84 d,CANDIDATE,4.224536310,2.2200000e-05,-2.2200000e-05,135.4290800,3.880000e-03,-3.880000e-03,3.12800,0.11900,-0.11900,159.1,1.030e+01,-1.030e+01,1.60,0.25,-2.300e-01,16.70,5,4,q1_q17_dr25_tce,6036.00,120.00,-132.00,4.326,0.120,-0.120,1.1310,0.1760,-0.1580,0.9870,298.252040,40.496078,14.764
2091,5301750,K01589.05,Kepler-84 f,CANDIDATE,44.552026600,4.5310000e-04,-4.5310000e-04,160.2938600,7.440000e-03,-7.440000e-03,6.00000,0.21200,-0.21200,362.1,2.250e+01,-2.250e+01,2.29,0.35,-3.200e-01,16.70,5,5,q1_q17_dr25_tce,6036.00,120.00,-132.00,4.326,0.120,-0.120,1.1310,0.1760,-0.1580,0.9870,298.252040,40.496078,14.764
2097,5289854,K01593.01,Kepler-308 b,CANDIDATE,9.695011460,4.6570000e-05,-4.6570000e-05,182.4541300,4.190000e-03,-4.190000e-03,2.75000,0.10300,-0.10300,515.2,3.090e+01,-3.090e+01,2.08,0.63,-2.000e-01,18.30,2,1,q1_q17_dr25_tce,5896.00,176.00,-194.00,4.516,0.052,-0.208,0.9140,0.2740,-0.0910,1.0000,295.785160,40.439548,15.809
2098,5289854,K01593.02,Kepler-308 c,CANDIDATE,15.382539400,1.1440000e-04,-1.1440000e-04,139.0764800,5.470000e-03,-5.470000e-03,3.81500,0.16200,-0.16200,550.5,3.300e+01,-3.300e+01,2.14,0.64,-2.200e-01,18.40,2,2,q1_q17_dr25_tce,5896.00,176.00,-194.00,4.516,0.052,-0.208,0.9140,0.2740,-0.0910,1.0000,295.785160,40.439548,15.809
2100,10006581,K01595.01,Kepler-902 b,CANDIDATE,40.109781700,1.4090000e-04,-1.4090000e-04,142.0822700,2.850000e-03,-2.850000e-03,5.20960,0.08690,-0.08690,732.0,2.080e+01,-2.080e+01,3.11,0.48,-5.400e-01,40.30,1,1,q1_q17_dr25_tce,5509.00,82.00,-71.00,4.265,0.168,-0.112,1.1690,0.1830,-0.2030,0.9180,289.731690,46.953819,14.904
2101,10027323,K01596.01,Kepler-309 b,CANDIDATE,5.923657470,1.6330000e-05,-1.6330000e-05,134.6836100,2.160000e-03,-2.160000e-03,2.63020,0.07220,-0.07220,406.5,1.730e+01,-1.730e+01,0.99,0.07,-9.000e-02,26.40,2,1,q1_q17_dr25_tce,3883.00,69.00,-93.00,4.762,0.040,-0.036,0.4960,0.0360,-0.0440,0.5180,297.509860,46.961262,15.157
2102,10027323,K01596.02,Kepler-309 c,CANDIDATE,105.358229900,5.2500000e-04,-5.2500000e-04,138.6806900,3.270000e-03,-3.270000e-03,3.81000,0.13700,-0.13700,1210.2,5.610e+01,-5.610e+01,1.87,0.13,-1.700e-01,22.60,2,2,q1_q17_dr25_tce,3883.00,69.00,-93.00,4.762,0.040,-0.036,0.4960,0.0360,-0.0440,0.5180,297.509860,46.961262,15.157
2104,10004738,K01598.01,Kepler-310 c,CANDIDATE,56.475806900,1.2810000e-04,-1.2810000e-04,143.8112800,1.870000e-03,-1.870000e-03,5.96100,0.16900,-0.16900,1091.8,1.670e+01,-1.670e+01,3.22,0.25,-1.400e-01,70.00,3,1,q1_q17_dr25_tce,5497.00,74.00,-82.00,4.570,0.014,-0.063,0.8390,0.0650,-0.0350,0.9520,288.839360,46.986740,14.279
2105,10004738,K01598.02,Kepler-310 d,CANDIDATE,92.874729400,4.9610000e-04,-4.9610000e-04,145.9353500,3.770000e-03,-3.770000e-03,7.47400,0.21700,-0.21700,658.8,1.820e+01,-1.820e+01,2.64,0.21,-1.100e-01,37.90,3,2,q1_q17_dr25_tce,5497.00,74.00,-82.00,4.570,0.014,-0.063,0.8390,0.0650,-0.0350,0.9520,288.839360,46.986740,14.279
2106,10004738,K01598.03,Kepler-310 b,CANDIDATE,13.930687910,7.5260000e-05,-7.5260000e-05,134.4285100,4.090000e-03,-4.090000e-03,2.31200,0.11700,-0.11700,186.5,1.380e+01,-1.380e+01,1.40,0.11,-6.000e-02,14.90,3,3,q1_q17_dr25_tce,5497.00,74.00,-82.00,4.570,0.014,-0.063,0.8390,0.0650,-0.0350,0.9520,288.839360,46.986740,14.279
2110,5438757,K01601.01,Kepler-903 b,CANDIDATE,10.350784150,4.7210000e-05,-4.7210000e-05,133.7116300,3.780000e-03,-3.780000e-03,6.25300,0.11900,-0.11900,273.1,8.500e+00,-8.500e+00,1.97,0.31,-2.700e-01,36.50,2,1,q1_q17_dr25_tce,5534.00,82.00,-74.00,4.338,0.138,-0.103,1.0800,0.1650,-0.1500,0.9260,288.771030,40.664181,14.659
2111,5438757,K01601.02,Kepler-903 c,CANDIDATE,62.922493600,7.8590000e-04,-7.8590000e-04,151.6882000,1.070000e-02,-1.070000e-02,11.64000,0.31700,-0.31700,417.8,1.620e+01,-1.620e+01,2.75,0.42,-3.800e-01,28.70,2,2,q1_q17_dr25_tce,5534.00,82.00,-74.00,4.338,0.138,-0.103,1.0800,0.1650,-0.1500,0.9260,288.771030,40.664181,14.659
2114,5177104,K01603.01,Kepler-904 b,CANDIDATE,3.021680070,8.5110000e-06,-8.5110000e-06,133.4724300,2.470000e-03,-2.470000e-03,2.82640,0.07460,-0.07460,171.9,6.000e+00,-6.000e+00,1.31,0.39,-1.200e-01,32.90,1,1,q1_q17_dr25_tce,6201.00,169.00,-206.00,4.472,0.050,-0.200,0.9890,0.2910,-0.0970,1.0580,288.822910,40.389050,14.429
2117,9886661,K01606.01,Kepler-905 b,CANDIDATE,5.082748362,8.7120000e-06,-8.7120000e-06,133.2117600,1.570000e-03,-1.570000e-03,1.77320,0.04600,-0.04600,276.7,8.000e+00,-8.000e+00,1.40,0.17,-5.000e-02,40.90,1,1,q1_q17_dr25_tce,5430.00,97.00,-108.00,4.555,0.018,-0.108,0.8580,0.1050,-0.0350,0.9610,290.051120,46.713371,13.984
2119,10055126,K01608.01,Kepler-311 b,CANDIDATE,9.176171670,3.4180000e-05,-3.4180000e-05,138.7139300,3.040000e-03,-3.040000e-03,4.26420,0.08970,-0.08970,206.9,6.500e+00,-6.500e+00,1.66,0.26,-2.400e-01,34.30,3,1,q1_q17_dr25_tce,5903.00,106.00,-117.00,4.300,0.150,-0.100,1.1560,0.1850,-0.1660,0.9740,282.061280,47.085491,13.797
2120,10055126,K01608.02,Kepler-311 c,CANDIDATE,19.738399200,1.1720000e-04,-1.1720000e-04,133.2854400,4.990000e-03,-4.990000e-03,4.89400,0.13600,-0.13600,168.1,8.900e+00,-8.900e+00,1.61,0.26,-2.300e-01,20.30,3,2,q1_q17_dr25_tce,5903.00,106.00,-117.00,4.300,0.150,-0.100,1.1560,0.1850,-0.1660,0.9740,282.061280,47.085491,13.797
2122,5009743,K01609.01,Kepler-906 b,CANDIDATE,41.698018600,1.4340000e-04,-1.4340000e-04,169.5754800,2.800000e-03,-2.800000e-03,5.70470,0.08390,-0.08390,440.8,1.160e+01,-1.160e+01,2.03,0.31,-1.400e-01,43.40,1,1,q1_q17_dr25_tce,5997.00,107.00,-131.00,4.466,0.048,-0.112,0.9710,0.1450,-0.0670,1.0040,291.405550,40.125488,13.956
2125,10963065,K01612.01,Kepler-408 b,CANDIDATE,2.465024332,5.4140000e-06,-5.4140000e-06,132.6812200,1.770000e-03,-1.770000e-03,1.26200,0.05840,-0.05840,30.7,1.600e+00,-1.600e+00,0.69,0.03,-4.000e-02,23.20,1,1,q1_q17_dr25_tce,6139.00,82.00,-82.00,4.291,0.033,-0.027,1.1940,0.0640,-0.0640,1.0160,284.786190,48.423229,8.769
2126,6268648,K01613.01,Kepler-907 b,CANDIDATE,15.866247870,6.8130000e-05,-6.8130000e-05,141.0873400,3.230000e-03,-3.230000e-03,4.25000,0.09410,-0.09410,77.3,2.900e+00,-2.900e+00,1.31,0.06,-5.000e-02,28.40,3,1,q1_q17_dr25_tce,6099.00,79.00,-85.00,4.193,0.016,-0.018,1.3080,0.0540,-0.0540,0.9740,285.476590,41.632717,11.049
2130,4278221,K01615.01,Kepler-908 b,CANDIDATE,1.340596782,2.1130000e-06,-2.1130000e-06,132.2454900,1.300000e-03,-1.300000e-03,1.64840,0.04150,-0.04150,107.5,3.400e+00,-3.400e+00,1.16,0.20,-9.000e-02,37.60,1,1,q1_q17_dr25_tce,5992.00,119.00,-119.00,4.385,0.054,-0.117,1.1250,0.1860,-0.0930,1.1220,295.322510,39.376492,11.524
2131,9015738,K01616.01,Kepler-909 b,CANDIDATE,13.932915480,4.4590000e-05,-4.4590000e-05,139.4105800,2.580000e-03,-2.580000e-03,2.62390,0.07140,-0.07140,131.6,5.100e+00,-5.100e+00,1.66,0.29,-1.900e-01,28.90,1,1,q1_q17_dr25_tce,6026.00,121.00,-133.00,4.321,0.088,-0.121,1.2070,0.2100,-0.1400,1.1130,289.506350,45.370998,11.538
2132,7215603,K01618.01,Kepler-910 b,CANDIDATE,2.364367620,1.8970000e-05,-1.8970000e-05,132.2500700,6.630000e-03,-6.630000e-03,3.37200,0.20200,-0.20200,28.4,2.700e+00,-2.700e+00,0.82,0.02,-2.000e-02,12.40,1,1,q1_q17_dr25_tce,6250.00,75.00,-82.00,4.184,0.013,-0.011,1.5430,0.0310,-0.0440,1.3260,296.047360,42.743011,11.600
2135,5561278,K01621.01,Kepler-911 b,CANDIDATE,20.310474720,6.1350000e-05,-6.1350000e-05,146.8253400,2.380000e-03,-2.380000e-03,5.33570,0.06760,-0.06760,164.6,4.100e+00,-4.100e+00,2.41,0.18,-1.000e-01,46.10,1,1,q1_q17_dr25_tce,6065.00,91.00,-72.00,3.970,0.011,-0.014,1.8770,0.1410,-0.0710,1.1970,298.589200,40.750690,11.855
2140,6387542,K01626.01,Kepler-912 b,CANDIDATE,2.534755680,7.4320000e-06,-7.4320000e-06,132.6802400,2.750000e-03,-2.750000e-03,4.57160,0.07060,-0.07060,463.0,1.020e+01,-1.020e+01,2.02,0.48,-2.100e-01,51.30,1,1,q1_q17_dr25_tce,5662.00,186.00,-186.00,4.532,0.077,-0.143,0.8060,0.1920,-0.0820,0.8080,298.111210,41.758331,15.341
2141,6543893,K01627.01,Kepler-913 b,CANDIDATE,10.296740970,3.5920000e-05,-3.5920000e-05,132.1945300,3.190000e-03,-3.190000e-03,2.72920,0.07530,-0.07530,1011.8,3.520e+01,-3.520e+01,5.75,0.95,-1.300e+00,31.30,3,1,q1_q17_dr25_tce,6068.00,82.00,-82.00,4.040,0.182,-0.112,1.7970,0.2950,-0.4060,1.2940,297.583130,41.952431,15.767
2144,6975129,K01628.01,Kepler-312 c,CANDIDATE,19.747339830,4.3160000e-05,-4.3160000e-05,147.1055300,1.710000e-03,-1.710000e-03,3.44440,0.06460,-0.06460,480.7,1.110e+01,-1.110e+01,2.62,0.46,-1.500e-01,47.10,3,1,q1_q17_dr25_tce,6243.00,99.00,-136.00,4.406,0.026,-0.136,1.1490,0.2010,-0.0670,1.2260,298.395750,42.459751,12.949
2145,6975129,K01628.02,Kepler-312 b,CANDIDATE,1.772451066,6.5970000e-06,-6.5970000e-06,132.0866800,3.140000e-03,-3.140000e-03,2.45920,0.09760,-0.09760,79.2,4.100e+00,-4.100e+00,1.02,0.18,-6.000e-02,22.40,3,2,q1_q17_dr25_tce,6243.00,99.00,-136.00,4.406,0.026,-0.136,1.1490,0.2010,-0.0670,1.2260,298.395750,42.459751,12.949
2147,8685497,K01629.01,Kepler-914 b,CANDIDATE,4.409667500,1.1890000e-05,-1.1890000e-05,132.4500300,2.070000e-03,-2.070000e-03,2.14180,0.06260,-0.06260,132.7,5.800e+00,-5.800e+00,1.51,0.25,-1.500e-01,26.40,1,1,q1_q17_dr25_tce,5836.00,104.00,-127.00,4.347,0.080,-0.120,1.1660,0.1930,-0.1130,1.1000,290.411990,44.899330,13.574
2150,9277896,K01632.01,Kepler-915 b,CANDIDATE,4.594898160,1.5810000e-05,-1.5810000e-05,133.8399500,2.800000e-03,-2.800000e-03,3.13810,0.06560,-0.06560,109.7,4.700e+00,-4.700e+00,1.85,0.32,-3.200e-01,27.70,1,1,q1_q17_dr25_tce,6056.00,121.00,-133.00,4.217,0.143,-0.117,1.3810,0.2400,-0.2400,1.1480,290.592070,45.737141,13.298
2151,9401997,K01633.01,Kepler-916 b,CANDIDATE,32.296427500,3.0740000e-04,-3.0740000e-04,138.5261500,7.340000e-03,-7.340000e-03,4.56100,0.21400,-0.21400,472.2,3.050e+01,-3.050e+01,1.90,0.14,-1.600e-01,17.90,1,1,q1_q17_dr25_tce,5246.00,84.00,-73.00,4.470,0.078,-0.052,0.8910,0.0660,-0.0720,0.8540,290.983310,45.973301,15.200
2154,10686864,K01637.01,Kepler-917 b,CANDIDATE,2.970418010,1.0690000e-05,-1.0690000e-05,133.3913600,2.970000e-03,-2.970000e-03,2.23690,0.08940,-0.08940,530.7,2.770e+01,-2.770e+01,1.70,0.22,-1.300e-01,22.40,1,1,q1_q17_dr25_tce,5068.00,179.00,-179.00,4.608,0.028,-0.077,0.7430,0.0960,-0.0590,0.8330,299.051270,47.949280,15.759
2156,10879038,K01641.01,Kepler-918 b,CANDIDATE,4.853840400,3.4960000e-05,-3.4960000e-05,135.0990200,5.730000e-03,-5.730000e-03,3.19800,0.16100,-0.16100,196.4,1.510e+01,-1.510e+01,1.72,0.25,-1.000e-01,15.40,1,1,q1_q17_dr25_tce,5778.00,69.00,-86.00,4.483,0.030,-0.120,0.9680,0.1430,-0.0570,1.0380,298.200710,48.267841,14.971
2158,10990917,K01643.01,Kepler-919 b,CANDIDATE,11.046053650,7.0090000e-05,-7.0090000e-05,136.4405600,5.880000e-03,-5.880000e-03,4.79900,0.13800,-0.13800,308.3,1.500e+01,-1.500e+01,1.80,0.61,-2.000e-01,24.30,1,1,q1_q17_dr25_tce,6093.00,180.00,-217.00,4.429,0.072,-0.217,1.0250,0.3450,-0.1150,1.0250,298.114780,48.494400,14.681
2162,11153121,K01647.01,Kepler-313 b,CANDIDATE,14.970316640,8.2690000e-05,-8.2690000e-05,134.5050700,4.110000e-03,-4.110000e-03,5.88400,0.12400,-0.12400,290.5,1.070e+01,-1.070e+01,2.53,0.39,-5.400e-01,28.90,2,1,q1_q17_dr25_tce,5726.00,114.00,-103.00,4.123,0.182,-0.098,1.4830,0.2300,-0.3160,1.0660,298.294950,48.775459,14.167
2163,11153121,K01647.02,Kepler-313 c,CANDIDATE,32.275385300,5.4100000e-04,-5.4100000e-04,149.0460000,1.400000e-02,-1.400000e-02,8.62200,0.56900,-0.56900,223.9,1.520e+01,-1.520e+01,2.31,0.35,-5.000e-01,17.90,2,2,q1_q17_dr25_tce,5726.00,114.00,-103.00,4.123,0.182,-0.098,1.4830,0.2300,-0.3160,1.0660,298.294950,48.775459,14.167
2166,11337372,K01650.01,Kepler-920 b,CANDIDATE,6.531940240,2.2830000e-05,-2.2830000e-05,136.0322300,3.260000e-03,-3.260000e-03,3.33510,0.06180,-0.06180,771.9,2.180e+01,-2.180e+01,3.09,0.30,-4.000e-01,39.60,2,1,q1_q17_dr25_tce,5301.00,85.00,-74.00,4.391,0.130,-0.070,0.9770,0.0960,-0.1280,0.8560,284.296940,49.158680,15.280
2167,11337372,K01650.02,Kepler-920 c,CANDIDATE,100.827672500,7.9910000e-04,-7.9910000e-04,216.3875700,7.200000e-03,-7.200000e-03,8.39000,0.18000,-0.18000,1778.8,4.980e+01,-4.980e+01,4.35,0.43,-5.700e-01,36.70,2,2,q1_q17_dr25_tce,5301.00,85.00,-74.00,4.391,0.130,-0.070,0.9770,0.0960,-0.1280,0.8560,284.296940,49.158680,15.280
2168,11337833,K01651.01,Kepler-921 b,CANDIDATE,51.301184400,6.0210000e-04,-6.0210000e-04,153.5257100,9.750000e-03,-9.750000e-03,5.35900,0.25900,-0.25900,498.9,3.010e+01,-3.010e+01,2.07,0.65,-1.700e-01,19.60,1,1,q1_q17_dr25_tce,6032.00,162.00,-180.00,4.508,0.052,-0.208,0.9290,0.2910,-0.0780,1.0140,284.616210,49.190811,14.739
2172,11547505,K01655.01,Kepler-922 b,CANDIDATE,0.938466959,9.3900000e-07,-9.3900000e-07,135.6006980,7.970000e-04,-7.970000e-04,1.30150,0.02840,-0.02840,217.4,4.900e+00,-4.900e+00,1.58,0.24,-2.400e-01,54.40,1,1,q1_q17_dr25_tce,5499.00,82.00,-74.00,4.323,0.150,-0.100,1.0870,0.1650,-0.1650,0.9060,284.731450,49.533192,13.757
2175,4570949,K01658.01,Kepler-76 b,CANDIDATE,1.544928892,6.3000000e-08,-6.3000000e-08,133.5487914,3.330000e-05,-3.330000e-05,1.43586,0.00557,-0.00557,5817.3,9.100e+00,-9.100e+00,13.43,2.41,-2.420e+00,1109.70,1,1,q1_q17_dr25_tce,6309.00,114.00,-126.00,4.199,0.149,-0.122,1.4120,0.2540,-0.2540,1.1500,294.192110,39.618999,13.308
2182,4932442,K01665.01,Kepler-923 b,CANDIDATE,6.933651670,4.1110000e-05,-4.1110000e-05,137.0737500,5.370000e-03,-5.370000e-03,4.60800,0.14600,-0.14600,119.6,6.400e+00,-6.400e+00,1.70,0.26,-3.100e-01,20.10,1,1,q1_q17_dr25_tce,5861.00,105.00,-117.00,4.212,0.176,-0.108,1.3040,0.1950,-0.2380,1.0100,294.171080,40.055168,14.042
2186,5183357,K01669.01,Kepler-924 b,CANDIDATE,61.037359100,3.2310000e-04,-3.2310000e-04,175.1767100,4.600000e-03,-4.600000e-03,8.37800,0.13200,-0.13200,437.5,1.260e+01,-1.260e+01,3.38,0.59,-5.300e-01,40.20,1,1,q1_q17_dr25_tce,6309.00,75.00,-82.00,4.154,0.132,-0.120,1.6140,0.2820,-0.2540,1.3580,290.668520,40.397720,14.171
