# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Fri Feb  2 04:13:06 2018
#
# CONSTRAINT:  where (koi_disposition like '%CANDIDATE%'
# CONSTRAINT:  and koi_count > 2
# CONSTRAINT:  )
#
# COLUMN kepid:          KepID
# COLUMN kepoi_name:     KOI Name
# COLUMN kepler_name:    Kepler Name
# COLUMN koi_disposition: Exoplanet Archive Disposition
# COLUMN koi_pdisposition: Disposition Using Kepler Data
# COLUMN koi_period:     Orbital Period [days]
# COLUMN koi_period_err1: Orbital Period Upper Unc. [days]
# COLUMN koi_period_err2: Orbital Period Lower Unc. [days]
# COLUMN koi_time0bk:    Transit Epoch [BKJD]
# COLUMN koi_time0bk_err1: Transit Epoch Upper Unc. [BKJD]
# COLUMN koi_time0bk_err2: Transit Epoch Lower Unc. [BKJD]
# COLUMN koi_impact:     Impact Parameter
# COLUMN koi_impact_err1: Impact Parameter Upper Unc.
# COLUMN koi_impact_err2: Impact Parameter Lower Unc.
# COLUMN koi_duration:   Transit Duration [hrs]
# COLUMN koi_duration_err1: Transit Duration Upper Unc. [hrs]
# COLUMN koi_duration_err2: Transit Duration Lower Unc. [hrs]
# COLUMN koi_depth:      Transit Depth [ppm]
# COLUMN koi_depth_err1: Transit Depth Upper Unc. [ppm]
# COLUMN koi_depth_err2: Transit Depth Lower Unc. [ppm]
# COLUMN koi_prad:       Planetary Radius [Earth radii]
# COLUMN koi_prad_err1:  Planetary Radius Upper Unc. [Earth radii]
# COLUMN koi_prad_err2:  Planetary Radius Lower Unc. [Earth radii]
# COLUMN koi_teq:        Equilibrium Temperature [K]
# COLUMN koi_teq_err1:   Equilibrium Temperature Upper Unc. [K]
# COLUMN koi_teq_err2:   Equilibrium Temperature Lower Unc. [K]
# COLUMN koi_model_snr:  Transit Signal-to-Noise
# COLUMN koi_count:      Number of Planets
# COLUMN koi_steff:      Stellar Effective Temperature [K]
# COLUMN koi_steff_err1: Stellar Effective Temperature Upper Unc. [K]
# COLUMN koi_steff_err2: Stellar Effective Temperature Lower Unc. [K]
# COLUMN koi_srad:       Stellar Radius [Solar radii]
# COLUMN koi_srad_err1:  Stellar Radius Upper Unc. [Solar radii]
# COLUMN koi_srad_err2:  Stellar Radius Lower Unc. [Solar radii]
# COLUMN ra:             RA [decimal degrees]
# COLUMN dec:            Dec [decimal degrees]
# COLUMN koi_kepmag:     Kepler-band [mag]
#
rowid,kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_model_snr,koi_count,koi_steff,koi_steff_err1,koi_steff_err2,koi_srad,koi_srad_err1,koi_srad_err2,ra,dec,koi_kepmag
3496,9886361,K02732.04,,CANDIDATE,CANDIDATE,24.560710700,3.7530000e-04,-3.7530000e-04,146.7938000,1.610000e-02,-1.610000e-02,0.374,0.096,-0.374,8.67900,0.35000,-0.35000,55.2,3.900e+00,-3.900e+00,1.13,0.20,-1.900e-01,787.0,,,14.90,4,6170.00,110.00,-135.00,1.4990,0.2720,-0.2450,289.921450,46.744560,12.805
3635,10397751,K02859.03,,CANDIDATE,CANDIDATE,4.288867920,3.5660000e-05,-3.5660000e-05,132.3776100,7.460000e-03,-7.460000e-03,0.534,0.427,-0.329,2.59900,0.19900,-0.19900,59.3,6.000e+00,-6.000e+00,0.57,0.07,-6.000e-02,944.0,,,11.10,5,5374.00,160.00,-144.00,0.7210,0.0820,-0.0730,288.831360,47.551991,13.851
3636,10397751,K02859.04,,CANDIDATE,CANDIDATE,2.905120190,1.5410000e-05,-1.5410000e-05,132.5669300,4.820000e-03,-4.820000e-03,0.417,0.033,-0.417,2.29300,0.12800,-0.12800,61.2,5.000e+00,-5.000e+00,0.57,0.07,-6.000e-02,1075.0,,,13.20,5,5374.00,160.00,-144.00,0.7210,0.0820,-0.0730,288.831360,47.551991,13.851
3637,10397751,K02859.05,,CANDIDATE,CANDIDATE,5.431036160,4.6290000e-05,-4.6290000e-05,134.4171100,6.480000e-03,-6.480000e-03,0.816,0.157,-0.576,2.46900,0.17900,-0.17900,66.8,6.700e+00,-6.700e+00,0.66,0.07,-7.000e-02,873.0,,,10.80,5,5374.00,160.00,-144.00,0.7210,0.0820,-0.0730,288.831360,47.551991,13.851
3650,10793172,K02871.01,,CANDIDATE,CANDIDATE,12.099906500,1.0870000e-04,-1.0870000e-04,143.0442400,8.110000e-03,-8.110000e-03,0.140,0.307,-0.140,3.55800,0.20900,-0.20900,165.5,1.220e+01,-1.220e+01,1.39,0.21,-2.000e-01,807.0,,,15.10,3,5553.00,74.00,-74.00,1.0980,0.1610,-0.1610,290.201630,48.185822,14.754
3651,10793172,K02871.02,,CANDIDATE,CANDIDATE,5.363750160,3.9040000e-05,-3.9040000e-05,134.6501400,6.090000e-03,-6.090000e-03,0.008,0.448,-0.008,2.94000,0.19900,-0.19900,114.3,9.300e+00,-9.300e+00,1.15,0.17,-1.600e-01,1059.0,,,14.40,3,5553.00,74.00,-74.00,1.0980,0.1610,-0.1610,290.201630,48.185822,14.754
3652,10793172,K02871.04,,CANDIDATE,CANDIDATE,7.978819800,1.2640000e-04,-1.2640000e-04,132.2596000,1.290000e-02,-1.290000e-02,0.050,0.415,-0.050,2.87400,0.35300,-0.35300,83.8,1.140e+01,-1.140e+01,0.99,0.14,-1.500e-01,927.0,,,8.30,3,5553.00,74.00,-74.00,1.0980,0.1610,-0.1610,290.201630,48.185822,14.754
3689,6716545,K02906.02,,CANDIDATE,CANDIDATE,145.881936000,5.1530000e-03,-5.1530000e-03,194.6951000,3.420000e-02,-3.420000e-02,0.325,0.142,-0.325,11.34200,0.73700,-0.73700,156.9,1.570e+01,-1.570e+01,1.80,0.33,-3.000e-01,424.0,,,11.20,3,6052.00,82.00,-82.00,1.4240,0.2630,-0.2370,297.944760,42.191879,13.716
3690,6716545,K02906.03,,CANDIDATE,CANDIDATE,21.942431600,5.3370000e-04,-5.3370000e-04,143.8807000,2.010000e-02,-2.010000e-02,0.413,0.048,-0.413,7.44700,0.65200,-0.65200,72.7,7.300e+00,-7.300e+00,1.23,0.23,-2.000e-01,797.0,,,10.70,3,6052.00,82.00,-82.00,1.4240,0.2630,-0.2370,297.944760,42.191879,13.716
3715,10122538,K02926.05,,CANDIDATE,CANDIDATE,75.731195000,1.8850000e-03,-1.8850000e-03,201.9685000,2.910000e-02,-2.910000e-02,0.900,0.042,-0.610,4.85900,0.21900,-0.21900,2496.0,1.730e+02,-1.730e+02,3.47,0.22,-1.600e-01,237.0,,,16.30,5,3891.00,70.00,-86.00,0.5640,0.0350,-0.0260,283.336060,47.174541,16.279
3880,7106173,K03083.01,,CANDIDATE,CANDIDATE,10.183182330,9.8110000e-05,-9.8110000e-05,133.2140400,7.520000e-03,-7.520000e-03,0.449,0.512,-0.255,3.13700,0.22000,-0.22000,51.5,5.100e+00,-5.100e+00,0.79,0.13,-5.000e-02,867.0,,,11.20,3,5843.00,104.00,-127.00,1.0840,0.1770,-0.0710,287.978850,42.679359,12.857
3881,7106173,K03083.02,,CANDIDATE,CANDIDATE,6.232123300,1.2500000e-04,-1.2500000e-04,135.2369000,1.360000e-02,-1.360000e-02,0.320,0.137,-0.320,2.85000,0.52700,-0.52700,31.7,4.800e+00,-4.800e+00,0.61,0.10,-4.000e-02,1021.0,,,8.50,3,5843.00,104.00,-127.00,1.0840,0.1770,-0.0710,287.978850,42.679359,12.857
3882,7106173,K03083.03,,CANDIDATE,CANDIDATE,8.294292900,1.5180000e-04,-1.5180000e-04,134.8478000,1.520000e-02,-1.520000e-02,0.006,0.455,-0.006,3.97600,0.38500,-0.38500,36.8,4.100e+00,-4.100e+00,0.65,0.10,-4.000e-02,928.0,,,10.10,3,5843.00,104.00,-127.00,1.0840,0.1770,-0.0710,287.978850,42.679359,12.857
3954,4150611,K03156.01,,CANDIDATE,CANDIDATE,0.761119678,3.6720000e-06,-3.6720000e-06,131.6898600,3.990000e-03,-3.990000e-03,1.129,20.800,-0.179,1.43000,0.25900,-0.25900,1112.0,1.540e+02,-1.540e+02,27.81,6.87,-1.117e+01,2977.0,,,9.70,4,6911.00,194.00,-242.00,1.5010,0.3710,-0.6030,289.742490,39.267059,7.899
4103,5965819,K03319.01,,CANDIDATE,CANDIDATE,19.590610300,1.3180000e-04,-1.3180000e-04,144.6596900,5.810000e-03,-5.810000e-03,0.529,0.012,-0.475,6.74500,0.15100,-0.15100,297.0,1.230e+01,-1.230e+01,2.64,0.44,-5.300e-01,819.0,,,24.90,3,5794.00,78.00,-78.00,1.4960,0.2450,-0.2990,293.519840,41.277409,15.024
4134,11810124,K03344.01,,CANDIDATE,CANDIDATE,11.604488100,1.1300000e-04,-1.1300000e-04,139.0560300,6.730000e-03,-6.730000e-03,0.118,0.334,-0.118,3.40900,0.20900,-0.20900,267.6,2.030e+01,-2.030e+01,1.88,0.28,-3.400e-01,841.0,,,14.50,3,5533.00,83.00,-74.00,1.1660,0.1740,-0.2120,289.664890,50.020039,15.254
4136,11810124,K03344.03,,CANDIDATE,CANDIDATE,208.543350000,1.6600000e-02,-1.6600000e-02,230.9934000,3.740000e-02,-3.740000e-02,0.001,0.446,-0.001,9.85100,0.61100,-0.61100,614.6,6.050e+01,-6.050e+01,2.84,0.42,-5.200e-01,321.0,,,10.40,3,5533.00,83.00,-74.00,1.1660,0.1740,-0.2120,289.664890,50.020039,15.254
4196,3561464,K03398.02,,CANDIDATE,CANDIDATE,35.800711200,3.7130000e-04,-3.7130000e-04,144.9216900,9.350000e-03,-9.350000e-03,0.043,0.402,-0.043,8.21900,0.20800,-0.20800,417.4,1.750e+01,-1.750e+01,7.97,1.39,-2.770e+00,991.0,,,25.00,3,5745.00,86.00,-77.00,3.9550,0.6880,-1.3760,295.498110,38.644501,13.489
4197,3561464,K03398.03,,CANDIDATE,CANDIDATE,4.327105790,6.0450000e-05,-6.0450000e-05,131.5891000,1.250000e-02,-1.250000e-02,0.025,0.426,-0.025,3.87200,0.31400,-0.31400,84.1,1.000e+01,-1.000e+01,3.58,0.62,-1.250e+00,2004.0,,,9.50,3,5745.00,86.00,-77.00,3.9550,0.6880,-1.3760,295.498110,38.644501,13.489
4226,9117416,K03425.01,,CANDIDATE,CANDIDATE,20.034708000,1.8190000e-04,-1.8190000e-04,145.4541000,7.310000e-03,-7.310000e-03,0.193,0.270,-0.193,6.49000,0.20900,-0.20900,124.4,5.800e+00,-5.800e+00,2.24,0.52,-9.000e-01,967.0,,,22.90,3,6120.00,195.00,-217.00,2.0000,0.4670,-0.8010,300.316190,45.495380,13.266
4227,9117416,K03425.02,,CANDIDATE,CANDIDATE,3.157220860,1.9470000e-05,-1.9470000e-05,131.6991500,4.800000e-03,-4.800000e-03,0.001,0.455,-0.001,3.76200,0.14300,-0.14300,49.7,3.200e+00,-3.200e+00,1.41,0.33,-5.700e-01,1791.0,,,17.40,3,6120.00,195.00,-217.00,2.0000,0.4670,-0.8010,300.316190,45.495380,13.266
4228,9117416,K03425.03,,CANDIDATE,CANDIDATE,7.643703630,6.1830000e-05,-6.1830000e-05,137.8752600,7.650000e-03,-7.650000e-03,0.785,0.178,-0.572,2.73800,0.18200,-0.18200,70.9,5.900e+00,-5.900e+00,1.85,0.43,-7.400e-01,1334.0,,,13.20,3,6120.00,195.00,-217.00,2.0000,0.4670,-0.8010,300.316190,45.495380,13.266
4232,9230021,K03429.01,,CANDIDATE,CANDIDATE,15.828383300,4.5570000e-04,-4.5570000e-04,144.3927000,2.570000e-02,-2.570000e-02,0.623,0.000,-0.498,3.64300,0.52700,-0.52700,227.5,3.300e+01,-3.300e+01,1.80,0.28,-2.800e-01,758.0,,,9.80,3,5596.00,83.00,-75.00,1.1450,0.1780,-0.1780,296.196140,45.634331,15.364
4234,9230021,K03429.04,,CANDIDATE,CANDIDATE,44.433726000,1.0180000e-03,-1.0180000e-03,162.9825000,2.140000e-02,-2.140000e-02,0.624,0.020,-0.486,6.11800,0.40700,-0.40700,239.6,3.090e+01,-3.090e+01,1.85,0.29,-2.900e-01,538.0,,,8.00,3,5596.00,83.00,-75.00,1.1450,0.1780,-0.1780,296.196140,45.634331,15.364
4251,5384713,K03444.01,,CANDIDATE,CANDIDATE,12.671436920,9.1490000e-05,-9.1490000e-05,137.5070700,5.980000e-03,-5.980000e-03,0.047,0.419,-0.047,2.49800,0.17800,-0.17800,215.8,1.780e+01,-1.780e+01,0.76,0.04,-6.000e-02,404.0,,,13.70,4,3705.00,74.00,-74.00,0.5290,0.0300,-0.0380,297.429200,40.561909,13.693
4253,5384713,K03444.03,,CANDIDATE,CANDIDATE,2.635954350,1.7570000e-05,-1.7570000e-05,132.3198400,6.240000e-03,-6.240000e-03,0.005,0.450,-0.005,1.30900,0.19300,-0.19300,93.7,1.300e+01,-1.300e+01,0.50,0.03,-4.000e-02,682.0,,,9.20,4,3705.00,74.00,-74.00,0.5290,0.0300,-0.0380,297.429200,40.561909,13.693
4742,10788461,K03925.01,,CANDIDATE,CANDIDATE,9.207563400,3.5680000e-04,-3.5680000e-04,135.8010000,3.170000e-02,-3.170000e-02,0.898,0.014,-0.641,3.36500,0.11200,-0.11200,1243.1,3.110e+01,-3.110e+01,5.50,1.45,-1.440e+00,972.0,,,43.40,3,5678.00,171.00,-188.00,1.3030,0.3410,-0.3410,288.162510,48.165150,14.026
4859,7100673,K04032.05,,CANDIDATE,CANDIDATE,7.235242210,4.5860000e-05,-4.5860000e-05,135.2317300,5.190000e-03,-5.190000e-03,0.182,0.264,-0.182,2.68500,0.16900,-0.16900,60.0,4.400e+00,-4.400e+00,0.82,0.12,-1.200e-01,948.0,,,15.20,5,5574.00,111.00,-100.00,1.0650,0.1660,-0.1500,285.728490,42.654530,12.639
5102,4548011,K04288.02,,CANDIDATE,CANDIDATE,9.087452060,8.1940000e-05,-8.1940000e-05,139.9922200,7.670000e-03,-7.670000e-03,0.341,0.112,-0.341,3.78600,0.20200,-0.20200,35.1,3.200e+00,-3.200e+00,0.73,0.12,-1.100e-01,980.0,,,11.70,3,5888.00,105.00,-129.00,1.2270,0.2070,-0.1860,287.371250,39.603569,12.400
5103,4548011,K04288.04,,CANDIDATE,CANDIDATE,13.950956500,1.9680000e-04,-1.9680000e-04,144.2870000,1.080000e-02,-1.080000e-02,0.467,0.494,-0.259,5.23100,0.33200,-0.33200,35.7,3.400e+00,-3.400e+00,0.75,0.12,-1.200e-01,849.0,,,11.20,3,5888.00,105.00,-129.00,1.2270,0.2070,-0.1860,287.371250,39.603569,12.400
5184,3645438,K04385.01,,CANDIDATE,CANDIDATE,7.298142000,5.4230000e-05,-5.4230000e-05,137.8567400,6.290000e-03,-6.290000e-03,0.411,0.059,-0.411,3.02400,0.14600,-0.14600,370.5,2.940e+01,-2.940e+01,1.60,0.09,-1.000e-01,786.0,,,13.60,3,5119.00,82.00,-82.00,0.8340,0.0470,-0.0520,291.399380,38.787750,15.825
5186,3645438,K04385.03,,CANDIDATE,CANDIDATE,17.369511200,4.8960000e-04,-4.8960000e-04,136.6159000,2.390000e-02,-2.390000e-02,0.280,0.182,-0.280,4.01200,0.74000,-0.74000,314.0,5.640e+01,-5.640e+01,1.45,0.08,-9.000e-02,588.0,,,8.60,3,5119.00,82.00,-82.00,0.8340,0.0470,-0.0520,291.399380,38.787750,15.825
5283,9100953,K04500.02,,CANDIDATE,CANDIDATE,44.985188500,4.8730000e-04,-4.8730000e-04,150.5703000,1.110000e-02,-1.110000e-02,0.664,0.273,-0.433,4.16400,0.19500,-0.19500,617.8,5.110e+01,-5.110e+01,2.09,0.35,-2.100e-01,433.0,,,12.70,3,5295.00,185.00,-185.00,0.8000,0.1330,-0.0820,295.905030,45.405430,15.850
5284,9100953,K04500.03,,CANDIDATE,CANDIDATE,14.751006800,1.8030000e-04,-1.8030000e-04,141.1622000,1.060000e-02,-1.060000e-02,0.750,0.227,-0.522,2.25000,0.29500,-0.29500,381.1,4.620e+01,-4.620e+01,1.70,0.28,-1.700e-01,629.0,,,9.50,3,5295.00,185.00,-185.00,0.8000,0.1330,-0.0820,295.905030,45.405430,15.850
5303,5003670,K04524.01,,CANDIDATE,CANDIDATE,7.991446960,6.5510000e-05,-6.5510000e-05,136.2585500,7.340000e-03,-7.340000e-03,0.940,0.004,-0.706,3.63900,0.20200,-0.20200,145.0,1.240e+01,-1.240e+01,1.53,0.23,-1.200e-01,901.0,,,12.80,3,5700.00,77.00,-77.00,1.0060,0.1480,-0.0790,289.548400,40.164200,14.955
5304,5003670,K04524.02,,CANDIDATE,CANDIDATE,4.526287390,5.0270000e-05,-5.0270000e-05,134.3206500,9.360000e-03,-9.360000e-03,0.500,0.065,-0.424,3.73600,0.33400,-0.33400,99.6,1.020e+01,-1.020e+01,1.02,0.15,-8.000e-02,1089.0,,,12.50,3,5700.00,77.00,-77.00,1.0060,0.1480,-0.0790,289.548400,40.164200,14.955
5305,5003670,K04524.03,,CANDIDATE,CANDIDATE,3.339309570,2.4980000e-05,-2.4980000e-05,134.1509800,5.460000e-03,-5.460000e-03,0.934,0.029,-0.705,2.59700,0.16800,-0.16800,91.3,9.500e+00,-9.500e+00,1.20,0.18,-9.000e-02,1205.0,,,10.70,3,5700.00,77.00,-77.00,1.0060,0.1480,-0.0790,289.548400,40.164200,14.955
5567,8216763,K04838.01,,CANDIDATE,CANDIDATE,13.296504400,4.0730000e-04,-4.0730000e-04,136.5669000,1.190000e-02,-1.190000e-02,0.902,0.070,-0.684,5.68000,1.20000,-1.20000,133.4,2.890e+01,-2.890e+01,0.88,0.07,-8.000e-02,488.0,,,9.10,3,4352.00,116.00,-129.00,0.6130,0.0550,-0.0500,284.268590,44.197540,15.073
5568,8216763,K04838.02,,CANDIDATE,CANDIDATE,6.333423090,9.8620000e-05,-9.8620000e-05,133.7198000,1.270000e-02,-1.270000e-02,1.101,71.040,-2.333,3.46000,0.63300,-0.63300,123.3,2.220e+01,-2.220e+01,7.62,0.69,-6.200e-01,625.0,,,7.50,3,4352.00,116.00,-129.00,0.6130,0.0550,-0.0500,284.268590,44.197540,15.073
5569,8216763,K04838.03,,CANDIDATE,CANDIDATE,24.072164700,4.5220000e-04,-4.5220000e-04,148.9637000,1.460000e-02,-1.460000e-02,0.949,0.001,-0.666,3.17100,0.45900,-0.45900,177.3,3.030e+01,-3.030e+01,1.10,0.09,-9.000e-02,400.0,,,6.70,3,4352.00,116.00,-129.00,0.6130,0.0550,-0.0500,284.268590,44.197540,15.073
6160,5629353,K06132.01,,CANDIDATE,CANDIDATE,33.320090800,5.4120000e-04,-5.4120000e-04,150.0494000,2.110000e-02,-2.110000e-02,0.069,0.253,-0.069,6.52650,0.08430,-0.08430,6186.9,7.740e+01,-7.740e+01,13.00,3.95,-3.550e+00,750.0,,,84.50,3,6264.00,177.00,-265.00,1.6510,0.5020,-0.4510,294.557890,40.850498,14.624
6162,5629353,K06132.03,,CANDIDATE,CANDIDATE,11.867172000,9.2870000e-04,-9.2870000e-04,142.9850000,1.040000e-01,-1.040000e-01,0.001,0.447,-0.001,4.81500,0.25200,-0.25200,595.6,4.850e+01,-4.850e+01,4.03,1.23,-1.100e+00,1058.0,,,13.40,3,6264.00,177.00,-265.00,1.6510,0.5020,-0.4510,294.557890,40.850498,14.624
6174,6221385,K06145.03,,CANDIDATE,CANDIDATE,7.313845400,6.8710000e-04,-6.8710000e-04,137.5610000,1.180000e-01,-1.180000e-01,0.893,0.026,-0.610,2.27300,0.26600,-0.26600,247.7,3.070e+01,-3.070e+01,2.73,0.74,-7.400e-01,1263.0,,,9.20,3,6486.00,181.00,-227.00,1.4850,0.4020,-0.4020,296.359440,41.574532,14.263
