# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Tue Feb 13 03:43:33 2018
#
# CONSTRAINT:  where (koi_pdisposition not like '%FALSE POSITIVE%'
# CONSTRAINT:  )
# CONSTRAINT:  order by kepoi_name asc
#
# COLUMN kepid:          KepID
# COLUMN kepoi_name:     KOI Name
# COLUMN kepler_name:    Kepler Name
# COLUMN koi_disposition: Exoplanet Archive Disposition
# COLUMN koi_pdisposition: Disposition Using Kepler Data
# COLUMN koi_period:     Orbital Period [days]
# COLUMN koi_period_err1: Orbital Period Upper Unc. [days]
# COLUMN koi_period_err2: Orbital Period Lower Unc. [days]
# COLUMN koi_time0bk:    Transit Epoch [BKJD]
# COLUMN koi_time0bk_err1: Transit Epoch Upper Unc. [BKJD]
# COLUMN koi_time0bk_err2: Transit Epoch Lower Unc. [BKJD]
# COLUMN koi_impact:     Impact Parameter
# COLUMN koi_impact_err1: Impact Parameter Upper Unc.
# COLUMN koi_impact_err2: Impact Parameter Lower Unc.
# COLUMN koi_duration:   Transit Duration [hrs]
# COLUMN koi_duration_err1: Transit Duration Upper Unc. [hrs]
# COLUMN koi_duration_err2: Transit Duration Lower Unc. [hrs]
# COLUMN koi_depth:      Transit Depth [ppm]
# COLUMN koi_depth_err1: Transit Depth Upper Unc. [ppm]
# COLUMN koi_depth_err2: Transit Depth Lower Unc. [ppm]
# COLUMN koi_prad:       Planetary Radius [Earth radii]
# COLUMN koi_prad_err1:  Planetary Radius Upper Unc. [Earth radii]
# COLUMN koi_prad_err2:  Planetary Radius Lower Unc. [Earth radii]
# COLUMN koi_model_snr:  Transit Signal-to-Noise
# COLUMN koi_count:      Number of Planets
# COLUMN koi_num_transits: Number of Transits
# COLUMN koi_steff:      Stellar Effective Temperature [K]
# COLUMN koi_steff_err1: Stellar Effective Temperature Upper Unc. [K]
# COLUMN koi_steff_err2: Stellar Effective Temperature Lower Unc. [K]
# COLUMN koi_srad:       Stellar Radius [Solar radii]
# COLUMN koi_srad_err1:  Stellar Radius Upper Unc. [Solar radii]
# COLUMN koi_srad_err2:  Stellar Radius Lower Unc. [Solar radii]
# COLUMN koi_smass:      Stellar Mass [Solar mass]
# COLUMN koi_smass_err1: Stellar Mass Upper Unc. [Solar mass]
# COLUMN koi_smass_err2: Stellar Mass Lower Unc. [Solar mass]
# COLUMN ra:             RA [decimal degrees]
# COLUMN dec:            Dec [decimal degrees]
# COLUMN koi_kepmag:     Kepler-band [mag]
#
rowid,kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_model_snr,koi_count,koi_num_transits,koi_steff,koi_steff_err1,koi_steff_err2,koi_srad,koi_srad_err1,koi_srad_err2,koi_smass,koi_smass_err1,koi_smass_err2,ra,dec,koi_kepmag
2463,4263293,K01895.02,Kepler-331 c,CONFIRMED,CANDIDATE,17.281169570,8.9970000e-05,-8.9970000e-05,136.0071800,4.010000e-03,-4.010000e-03,0.206,0.271,-0.206,2.82900,0.13700,-0.13700,1562.8,8.330e+01,-8.330e+01,2.04,0.17,-1.800e-01,20.30,3,81,4347.00,117.00,-143.00,0.5240,0.0450,-0.0450,0.5370,0.0430,-0.0430,291.834320,39.307362,15.862
2466,5695524,K01897.01,,CANDIDATE,CANDIDATE,59.771143300,2.1460000e-04,-2.1460000e-04,148.9688600,2.980000e-03,-2.980000e-03,0.899,0.030,-0.619,4.84300,0.10700,-0.10700,574.5,1.730e+01,-1.730e+01,3.17,1.09,-4.300e-01,38.50,1,23,6214.00,173.00,-217.00,1.1220,0.3840,-0.1530,1.1010,0.1730,-0.1260,288.574430,40.988659,13.952
2467,7668663,K01898.01,Kepler-1005 b,CONFIRMED,CANDIDATE,6.498014700,1.4080000e-05,-1.4080000e-05,136.0010800,1.780000e-03,-1.780000e-03,0.920,0.015,-0.662,2.43840,0.03530,-0.03530,190.9,5.400e+00,-5.400e+00,1.87,0.27,-2.800e-01,41.20,1,200,5727.00,104.00,-115.00,1.1040,0.1640,-0.1640,0.9460,0.0720,-0.0570,286.286010,43.320461,13.250
2468,7047922,K01899.01,Kepler-1006 b,CONFIRMED,CANDIDATE,19.761692470,6.9830000e-05,-6.9830000e-05,135.1779400,2.800000e-03,-2.800000e-03,0.924,0.032,-0.639,3.90970,0.08710,-0.08710,392.5,1.180e+01,-1.180e+01,2.81,0.94,-6.200e-01,35.30,2,68,6327.00,291.00,-542.00,1.1750,0.3890,-0.2590,1.0640,0.2120,-0.1730,295.754120,42.537479,14.563
2469,7047922,K01899.02,,CANDIDATE,CANDIDATE,10.522637400,1.8330000e-04,-1.8330000e-04,140.0656000,1.490000e-02,-1.490000e-02,0.806,0.151,-0.587,3.86400,0.41600,-0.41600,68.9,9.500e+00,-9.500e+00,1.08,0.36,-2.400e-01,8.90,2,123,6327.00,291.00,-542.00,1.1750,0.3890,-0.2590,1.0640,0.2120,-0.1730,295.754120,42.537479,14.563
2470,9353314,K01900.01,Kepler-1007 b,CONFIRMED,CANDIDATE,5.184989610,1.1590000e-05,-1.1590000e-05,131.8814000,1.850000e-03,-1.850000e-03,0.021,0.415,-0.021,2.13970,0.05800,-0.05800,430.1,1.370e+01,-1.370e+01,1.15,0.09,-1.200e-01,36.40,1,261,4325.00,131.00,-131.00,0.5600,0.0450,-0.0560,0.5470,0.0560,-0.0380,295.906560,45.809120,14.744
2471,3629967,K01901.01,,CANDIDATE,CANDIDATE,85.654247600,4.3280000e-04,-4.3280000e-04,155.1234600,3.870000e-03,-3.870000e-03,0.012,0.442,-0.012,6.86600,0.12200,-0.12200,476.0,1.490e+01,-1.490e+01,3.56,0.54,-8.200e-01,36.60,1,16,5818.00,69.00,-86.00,1.6470,0.2520,-0.3780,1.1490,0.1280,-0.1050,286.402310,38.738541,13.340
2474,8766650,K01904.01,Kepler-1008 b,CONFIRMED,CANDIDATE,12.439294280,5.2670000e-05,-5.2670000e-05,136.3795200,3.620000e-03,-3.620000e-03,0.663,0.034,-0.487,3.17600,0.10500,-0.10500,254.3,1.210e+01,-1.210e+01,1.30,0.06,-9.000e-02,24.90,1,104,4987.00,99.00,,0.7730,0.0360,-0.0530,0.7420,0.0600,-0.0280,296.547520,44.941929,13.395
2475,10328393,K01905.01,Kepler-332 b,CONFIRMED,CANDIDATE,7.626354940,2.2020000e-05,-2.2020000e-05,136.0158500,2.370000e-03,-2.370000e-03,0.237,0.215,-0.236,2.41680,0.07440,-0.07440,296.1,1.040e+01,-1.040e+01,1.21,0.08,-5.000e-02,32.50,3,176,4955.00,100.00,-100.00,0.7210,0.0470,-0.0290,0.7740,0.0360,-0.0480,286.662960,47.413700,14.017
2476,10328393,K01905.02,Kepler-332 c,CONFIRMED,CANDIDATE,15.995603730,9.6260000e-05,-9.6260000e-05,144.2399000,5.030000e-03,-5.030000e-03,0.088,0.370,-0.088,3.47100,0.13500,-0.13500,221.7,1.220e+01,-1.220e+01,1.04,0.07,-4.000e-02,20.00,3,79,4955.00,100.00,-100.00,0.7210,0.0470,-0.0290,0.7740,0.0360,-0.0480,286.662960,47.413700,14.017
2477,10328393,K01905.03,Kepler-332 d,CONFIRMED,CANDIDATE,34.211502200,3.0040000e-04,-3.0040000e-04,154.5750800,7.850000e-03,-7.850000e-03,0.034,0.435,-0.034,4.94700,0.19900,-0.19900,273.8,1.430e+01,-1.430e+01,1.15,0.08,-4.000e-02,20.70,3,39,4955.00,100.00,-100.00,0.7210,0.0470,-0.0290,0.7740,0.0360,-0.0480,286.662960,47.413700,14.017
2478,11773328,K01906.01,,CANDIDATE,CANDIDATE,8.710442022,7.9060000e-06,-7.9060000e-06,134.6143760,7.790000e-04,-7.790000e-04,0.935,0.038,-0.679,0.94250,0.03730,-0.03730,1196.4,4.200e+01,-4.200e+01,3.61,0.76,-3.000e-01,42.60,1,156,5416.00,160.00,-160.00,0.8090,0.1690,-0.0680,0.9000,0.0730,-0.0970,296.623470,49.979172,14.816
2479,7094486,K01907.01,Kepler-1009 b,CONFIRMED,CANDIDATE,11.350106420,2.1630000e-05,-2.1630000e-05,134.0461200,1.650000e-03,-1.650000e-03,0.035,0.398,-0.035,2.27920,0.05440,-0.05440,1221.0,3.660e+01,-3.660e+01,1.75,0.09,-1.700e-01,38.30,1,116,3597.00,72.00,-86.00,0.5140,0.0260,-0.0510,0.5220,0.0310,-0.0460,282.859920,42.665760,15.278
2480,5706966,K01908.01,Kepler-333 b,CONFIRMED,CANDIDATE,12.551110990,3.5280000e-05,-3.5280000e-05,137.2622600,2.300000e-03,-2.300000e-03,0.519,0.047,-0.433,3.12930,0.07290,-0.07290,494.1,1.640e+01,-1.640e+01,1.34,0.07,-6.000e-02,33.20,2,107,4213.00,84.00,-84.00,0.5980,0.0290,-0.0290,0.6090,0.0330,-0.0330,292.286070,40.913589,14.731
2481,5706966,K01908.02,Kepler-333 c,CONFIRMED,CANDIDATE,24.088417800,1.7630000e-04,-1.7630000e-04,134.4217800,5.040000e-03,-5.040000e-03,0.376,0.069,-0.376,3.95200,0.14000,-0.14000,387.2,2.010e+01,-2.010e+01,1.16,0.05,-6.000e-02,21.00,2,52,4213.00,84.00,-84.00,0.5980,0.0290,-0.0290,0.6090,0.0330,-0.0330,292.286070,40.913589,14.731
2482,10130039,K01909.01,Kepler-334 c,CONFIRMED,CANDIDATE,12.758000920,3.6870000e-05,-3.6870000e-05,133.9588800,2.540000e-03,-2.540000e-03,0.011,0.405,-0.011,4.18280,0.07160,-0.07160,187.9,4.900e+00,-4.900e+00,1.49,0.23,-2.100e-01,41.70,3,106,5782.00,104.00,-115.00,1.0950,0.1700,-0.1550,0.9570,0.0790,-0.0570,287.140660,47.115189,12.776
2483,10130039,K01909.02,Kepler-334 b,CONFIRMED,CANDIDATE,5.470333760,1.6590000e-05,-1.6590000e-05,131.4954800,2.420000e-03,-2.420000e-03,0.074,0.364,-0.074,3.14410,0.07390,-0.07390,112.0,3.800e+00,-3.800e+00,1.15,0.18,-1.600e-01,32.70,3,231,5782.00,104.00,-115.00,1.0950,0.1700,-0.1550,0.9570,0.0790,-0.0570,287.140660,47.115189,12.776
2484,10130039,K01909.03,Kepler-334 d,CONFIRMED,CANDIDATE,25.098508300,1.0200000e-04,-1.0200000e-04,145.5682900,3.330000e-03,-3.330000e-03,0.814,0.110,-0.574,2.77270,0.09360,-0.09360,167.6,8.300e+00,-8.300e+00,1.59,0.24,-2.300e-01,21.30,3,50,5782.00,104.00,-115.00,1.0950,0.1700,-0.1550,0.9570,0.0790,-0.0570,287.140660,47.115189,12.776
2485,8226050,K01910.01,Kepler-1010 b,CONFIRMED,CANDIDATE,34.268574100,1.1320000e-04,-1.1320000e-04,147.0514300,2.680000e-03,-2.680000e-03,0.677,0.217,-0.455,4.82510,0.08480,-0.08480,699.3,1.940e+01,-1.940e+01,2.44,0.11,-2.000e-01,38.20,2,37,5083.00,83.00,-76.00,0.8720,0.0420,-0.0720,0.8150,0.0530,-0.0280,289.192630,44.149319,14.685
2486,8226050,K01910.02,,CANDIDATE,CANDIDATE,18.384833100,2.6220000e-04,-2.6220000e-04,135.4745000,1.480000e-02,-1.480000e-02,0.711,0.253,-0.513,3.54500,0.38500,-0.38500,151.8,1.690e+01,-1.690e+01,1.15,0.06,-9.000e-02,10.30,2,75,5083.00,83.00,-76.00,0.8720,0.0420,-0.0720,0.8150,0.0530,-0.0280,289.192630,44.149319,14.685
2487,9965957,K01911.01,Kepler-1011 b,CONFIRMED,CANDIDATE,5.753215390,1.1840000e-05,-1.1840000e-05,136.7561700,1.530000e-03,-1.530000e-03,0.921,0.017,-0.666,1.79480,0.04800,-0.04800,733.8,2.810e+01,-2.810e+01,3.14,0.77,-2.600e-01,31.80,1,186,5445.00,180.00,-164.00,0.9290,0.2290,-0.0760,1.0170,0.0740,-0.1010,297.401550,46.824001,15.196
2489,9704384,K01913.01,Kepler-1012 b,CONFIRMED,CANDIDATE,5.508606990,1.3610000e-05,-1.3610000e-05,132.2983000,1.930000e-03,-1.930000e-03,0.879,0.057,-0.601,3.07880,0.05860,-0.05860,203.9,6.300e+00,-6.300e+00,1.49,0.15,-1.200e-01,38.20,1,241,5448.00,109.00,-109.00,0.8830,0.0920,-0.0670,0.8770,0.0550,-0.0500,289.296260,46.457951,13.317
2490,8426567,K01914.01,Kepler-1013 b,CONFIRMED,CANDIDATE,18.930551190,7.5490000e-05,-7.5490000e-05,143.2505800,3.160000e-03,-3.160000e-03,0.583,0.369,-0.370,3.37200,0.10200,-0.10200,684.0,2.940e+01,-2.940e+01,4.41,2.25,-2.250e+00,26.20,1,69,5015.00,164.00,-149.00,1.6430,0.8370,-0.8370,0.9550,0.1740,-0.1270,290.248050,44.435242,14.417
2491,9101496,K01915.01,Kepler-335 b,CONFIRMED,CANDIDATE,6.562264830,1.8960000e-05,-1.8960000e-05,132.6112300,2.420000e-03,-2.420000e-03,0.643,0.009,-0.484,4.01440,0.06940,-0.06940,260.8,7.200e+00,-7.200e+00,3.07,0.48,-7.700e-01,41.20,2,203,5878.00,117.00,-117.00,1.8120,0.2810,-0.4570,1.2120,0.1330,-0.1330,296.064330,45.428619,13.996
2492,9101496,K01915.02,Kepler-335 c,CONFIRMED,CANDIDATE,67.844689000,1.0050000e-03,-1.0050000e-03,149.5007000,1.250000e-02,-1.250000e-02,0.368,0.087,-0.368,11.75700,0.40100,-0.40100,211.2,1.210e+01,-1.210e+01,2.65,0.41,-6.700e-01,18.90,2,22,5878.00,117.00,-117.00,1.8120,0.2810,-0.4570,1.2120,0.1330,-0.1330,296.064330,45.428619,13.996
2493,6037581,K01916.01,Kepler-336 d,CONFIRMED,CANDIDATE,20.678763650,6.4100000e-05,-6.4100000e-05,151.6924500,2.480000e-03,-2.480000e-03,0.665,0.297,-0.451,4.63950,0.08500,-0.08500,323.9,7.900e+00,-7.900e+00,2.42,0.40,-4.100e-01,42.60,3,64,5865.00,105.00,-117.00,1.2720,0.2130,-0.2130,1.0880,0.0890,-0.0890,290.237640,41.331379,13.598
2494,6037581,K01916.02,Kepler-336 c,CONFIRMED,CANDIDATE,9.599932460,2.1390000e-05,-2.1390000e-05,136.5822700,1.720000e-03,-1.720000e-03,0.063,0.362,-0.063,4.32060,0.05490,-0.05490,271.2,5.500e+00,-5.500e+00,2.08,0.35,-3.500e-01,52.00,3,142,5865.00,105.00,-117.00,1.2720,0.2130,-0.2130,1.0880,0.0890,-0.0890,290.237640,41.331379,13.598
2495,6037581,K01916.03,Kepler-336 b,CONFIRMED,CANDIDATE,2.024820500,1.0020000e-05,-1.0020000e-05,132.3546500,3.810000e-03,-3.810000e-03,0.248,0.220,-0.248,2.55000,0.11800,-0.11800,63.3,3.500e+00,-3.500e+00,1.01,0.17,-1.700e-01,20.20,3,621,5865.00,105.00,-117.00,1.2720,0.2130,-0.2130,1.0880,0.0890,-0.0890,290.237640,41.331379,13.598
2496,10074466,K01917.01,,CANDIDATE,CANDIDATE,35.011908750,9.5310000e-05,-9.5310000e-05,150.3712600,2.000000e-03,-2.000000e-03,0.927,0.020,-0.736,2.86800,0.06840,-0.06840,436.7,1.450e+01,-1.450e+01,2.97,0.48,-3.500e-01,34.00,1,39,5872.00,70.00,-79.00,1.1530,0.1850,-0.1350,1.0410,0.0820,-0.0590,291.534390,47.042500,13.624
2498,8218379,K01920.01,Kepler-1014 b,CONFIRMED,CANDIDATE,16.570992650,4.0230000e-05,-4.0230000e-05,133.9070400,1.960000e-03,-1.960000e-03,0.550,0.338,-0.348,2.90520,0.05750,-0.05750,644.9,1.690e+01,-1.690e+01,2.03,0.43,-1.500e-01,40.90,2,78,5483.00,166.00,-149.00,0.7790,0.1640,-0.0590,0.8650,0.0830,-0.1020,285.122040,44.110600,14.640
2499,8218379,K01920.02,,CANDIDATE,CANDIDATE,10.138469100,1.9190000e-04,-1.9190000e-04,137.7149000,1.290000e-02,-1.290000e-02,0.207,0.263,-0.207,4.02600,0.41700,-0.41700,92.8,1.230e+01,-1.230e+01,0.74,0.16,-5.000e-02,9.10,2,130,5483.00,166.00,-149.00,0.7790,0.1640,-0.0590,0.8650,0.0830,-0.1020,285.122040,44.110600,14.640
2500,7755636,K01921.01,Kepler-1015 b,CONFIRMED,CANDIDATE,16.004966570,5.3310000e-05,-5.3310000e-05,135.2530500,2.830000e-03,-2.830000e-03,0.013,0.426,-0.012,6.50470,0.08470,-0.08470,377.5,9.000e+00,-9.000e+00,3.71,0.76,-1.040e+00,49.80,1,84,6384.00,70.00,-89.00,1.9040,0.3880,-0.5340,1.4120,0.1340,-0.2010,292.757320,43.426910,12.818
2501,9411166,K01922.01,Kepler-1016 b,CONFIRMED,CANDIDATE,1.954525966,3.2830000e-06,-3.2830000e-06,132.2967900,1.380000e-03,-1.380000e-03,0.673,0.237,-0.455,2.09440,0.04570,-0.04570,392.8,1.020e+01,-1.020e+01,2.38,0.38,-3.000e-01,43.10,2,687,5741.00,77.00,-77.00,1.1360,0.1800,-0.1470,1.0100,0.0730,-0.0610,294.613650,45.984619,15.356
2502,9411166,K01922.03,Kepler-1016 c,CONFIRMED,CANDIDATE,105.655265100,6.2450000e-04,-6.2450000e-04,230.0986500,4.890000e-03,-4.890000e-03,0.371,0.059,-0.371,9.39000,0.13700,-0.13700,1366.9,3.350e+01,-3.350e+01,4.22,0.66,-5.500e-01,42.30,2,12,5741.00,77.00,-77.00,1.1360,0.1800,-0.1470,1.0100,0.0730,-0.0610,294.613650,45.984619,15.356
2503,4989057,K01923.01,Kepler-1017 b,CONFIRMED,CANDIDATE,7.234003810,1.6030000e-05,-1.6030000e-05,137.6774200,1.800000e-03,-1.800000e-03,0.032,0.426,-0.032,2.16500,0.05870,-0.05870,453.3,1.570e+01,-1.570e+01,1.78,0.19,-1.000e-01,34.30,1,141,5411.00,107.00,-107.00,0.8500,0.0910,-0.0450,0.8790,0.0490,-0.0540,283.469360,40.132610,14.139
2504,5108214,K01924.01,,CANDIDATE,CANDIDATE,2.119130050,2.1160000e-05,-2.1160000e-05,132.5900000,9.290000e-03,-9.290000e-03,0.670,0.006,-0.511,4.14100,0.26100,-0.26100,28.7,1.600e+00,-1.600e+00,1.35,0.12,-1.500e-01,21.50,1,507,5799.00,78.00,-78.00,2.3770,0.2120,-0.2600,1.3390,0.0960,-0.1070,294.286900,40.213810,7.837
2505,9955598,K01925.01,Kepler-409 b,CONFIRMED,CANDIDATE,68.958447000,2.3450000e-04,-2.3450000e-04,179.0815800,2.730000e-03,-2.730000e-03,0.821,0.043,-0.563,3.12800,0.08690,-0.08690,123.3,4.800e+00,-4.800e+00,1.11,0.05,-4.000e-02,30.00,1,18,5455.00,73.00,-82.00,0.8880,0.0360,-0.0360,0.9020,0.0500,-0.0550,293.679200,46.852760,9.439
2506,5770074,K01928.01,,CANDIDATE,CANDIDATE,63.038036600,2.2930000e-04,-2.2930000e-04,169.1216100,2.820000e-03,-2.820000e-03,0.021,0.356,-0.021,7.37020,0.08550,-0.08550,658.7,1.420e+01,-1.420e+01,2.59,0.39,-2.200e-01,53.10,1,19,5798.00,104.00,-116.00,1.0190,0.1510,-0.0880,0.9760,0.0680,-0.0620,283.809540,41.041241,13.605
2507,10136549,K01929.01,Kepler-337 c,CONFIRMED,CANDIDATE,9.693150230,2.7590000e-05,-2.7590000e-05,132.8136200,2.250000e-03,-2.250000e-03,0.734,0.079,-0.502,5.67250,0.06700,-0.06700,141.8,3.300e+00,-3.300e+00,1.89,0.29,-4.400e-01,45.10,2,140,5683.00,115.00,-104.00,1.4720,0.2290,-0.3440,1.0140,0.0930,-0.0840,290.060490,47.163960,12.727
2508,10136549,K01929.02,Kepler-337 b,CONFIRMED,CANDIDATE,3.292767970,1.1920000e-05,-1.1920000e-05,133.0074100,3.120000e-03,-3.120000e-03,0.663,0.257,-0.448,4.80690,0.08190,-0.08190,80.7,2.200e+00,-2.200e+00,1.39,0.22,-3.200e-01,40.80,2,383,5683.00,115.00,-104.00,1.4720,0.2290,-0.3440,1.0140,0.0930,-0.0840,290.060490,47.163960,12.727
2509,5511081,K01930.01,Kepler-338 b,CONFIRMED,CANDIDATE,13.727103340,4.0680000e-05,-4.0680000e-05,138.7447300,2.260000e-03,-2.260000e-03,0.025,0.439,-0.025,7.34190,0.07410,-0.07410,199.2,3.400e+00,-3.400e+00,2.38,0.16,-1.300e-01,62.50,4,74,5951.00,80.00,-80.00,1.6930,0.1150,-0.0940,1.0860,0.0940,-0.0700,282.978970,40.784351,12.119
2510,5511081,K01930.02,Kepler-338 c,CONFIRMED,CANDIDATE,24.311003100,1.0360000e-04,-1.0360000e-04,137.0394000,3.290000e-03,-3.290000e-03,0.146,0.278,-0.146,8.76820,0.09670,-0.09670,184.4,4.000e+00,-4.000e+00,2.30,0.15,-1.300e-01,48.90,4,43,5951.00,80.00,-80.00,1.6930,0.1150,-0.0940,1.0860,0.0940,-0.0700,282.978970,40.784351,12.119
2511,5511081,K01930.03,Kepler-338 d,CONFIRMED,CANDIDATE,44.430405900,1.9110000e-04,-1.9110000e-04,143.5462000,4.030000e-03,-4.030000e-03,0.025,0.426,-0.025,10.30600,0.11200,-0.11200,238.5,4.900e+00,-4.900e+00,2.61,0.17,-1.500e-01,50.50,4,22,5951.00,80.00,-80.00,1.6930,0.1150,-0.0940,1.0860,0.0940,-0.0700,282.978970,40.784351,12.119
2512,5511081,K01930.04,Kepler-338 e,CONFIRMED,CANDIDATE,9.341459250,4.4300000e-05,-4.4300000e-05,132.3858100,3.900000e-03,-3.900000e-03,0.455,0.046,-0.429,6.18000,0.11400,-0.11400,81.7,3.000e+00,-3.000e+00,1.56,0.11,-9.000e-02,29.40,4,101,5951.00,80.00,-80.00,1.6930,0.1150,-0.0940,1.0860,0.0940,-0.0700,282.978970,40.784351,12.119
2513,10978763,K01931.01,Kepler-339 b,CONFIRMED,CANDIDATE,4.977604470,1.6940000e-05,-1.6940000e-05,134.6730400,2.610000e-03,-2.610000e-03,0.474,0.462,-0.265,2.57190,0.07900,-0.07900,287.3,1.160e+01,-1.160e+01,1.75,0.24,-2.400e-01,27.50,3,272,5353.00,80.00,-72.00,1.0230,0.1410,-0.1410,0.8700,0.0640,-0.0320,293.351720,48.444641,14.531
2514,10978763,K01931.02,Kepler-339 d,CONFIRMED,CANDIDATE,10.558404790,8.5660000e-05,-8.5660000e-05,136.3444900,6.780000e-03,-6.780000e-03,0.310,0.146,-0.310,3.36600,0.18000,-0.18000,194.2,1.430e+01,-1.430e+01,1.41,0.20,-1.900e-01,14.60,3,119,5353.00,80.00,-72.00,1.0230,0.1410,-0.1410,0.8700,0.0640,-0.0320,293.351720,48.444641,14.531
2515,10978763,K01931.03,Kepler-339 c,CONFIRMED,CANDIDATE,6.988009530,4.5070000e-05,-4.5070000e-05,132.5696400,5.120000e-03,-5.120000e-03,0.024,0.426,-0.024,3.10300,0.15600,-0.15600,193.2,1.220e+01,-1.220e+01,1.39,0.19,-1.900e-01,17.10,3,179,5353.00,80.00,-72.00,1.0230,0.1410,-0.1410,0.8700,0.0640,-0.0320,293.351720,48.444641,14.531
2516,5202905,K01932.01,Kepler-340 c,CONFIRMED,CANDIDATE,22.824514400,2.3500000e-04,-2.3500000e-04,144.4684300,8.480000e-03,-8.480000e-03,0.279,0.175,-0.279,6.61700,0.30000,-0.30000,322.7,2.240e+01,-2.240e+01,3.36,0.60,-7.200e-01,15.90,2,48,6642.00,105.00,-157.00,1.8460,0.3260,-0.3990,1.4210,0.1090,-0.1640,295.933470,40.300571,12.345
2517,5202905,K01932.02,Kepler-340 b,CONFIRMED,CANDIDATE,14.844483600,2.1210000e-04,-2.1210000e-04,143.5760000,1.150000e-02,-1.150000e-02,0.149,0.316,-0.149,6.09100,0.35600,-0.35600,177.9,1.920e+01,-1.920e+01,2.49,0.44,-5.400e-01,10.50,2,74,6642.00,105.00,-157.00,1.8460,0.3260,-0.3990,1.4210,0.1090,-0.1640,295.933470,40.300571,12.345
2518,9072190,K01933.01,Kepler-1018 b,CONFIRMED,CANDIDATE,49.101109300,2.0940000e-04,-2.0940000e-04,136.4726500,3.170000e-03,-3.170000e-03,0.520,0.336,-0.314,6.34100,0.11000,-0.11000,845.6,2.430e+01,-2.430e+01,3.28,0.77,-5.600e-01,39.70,1,27,5393.00,80.00,-72.00,1.1100,0.2610,-0.1890,0.8950,0.0630,-0.0370,283.596680,45.407879,15.041
2519,4242147,K01934.01,,CANDIDATE,CANDIDATE,28.782709550,9.1740000e-05,-9.1740000e-05,132.3189000,2.410000e-03,-2.410000e-03,0.002,0.501,-0.001,3.45100,0.10800,-0.10800,864.5,2.570e+01,-2.570e+01,2.11,0.09,-1.100e-01,40.10,1,50,4774.00,86.00,-76.00,0.7450,0.0320,-0.0360,0.7700,0.0360,-0.0360,284.969670,39.360291,14.649
2521,4945877,K01936.01,,CANDIDATE,CANDIDATE,1.339670241,5.3930000e-06,-5.3930000e-06,132.1678600,3.320000e-03,-3.320000e-03,0.602,0.025,-0.480,1.89500,0.11100,-0.11100,28.6,1.700e+00,-1.700e+00,1.27,0.11,-2.800e-01,21.70,1,998,8867.00,70.00,-88.00,2.2450,0.2090,-0.4890,1.7890,0.0220,-0.2120,297.190120,40.027969,10.455
2522,10190777,K01937.01,Kepler-1019 b,CONFIRMED,CANDIDATE,1.411230023,8.3000000e-07,-8.3000000e-07,132.6419250,4.940000e-04,-4.940000e-04,0.851,0.017,-0.599,1.43250,0.01660,-0.01660,388.2,5.100e+00,-5.100e+00,1.71,0.05,-1.000e-01,89.30,1,942,4575.00,73.00,-82.00,0.7370,0.0200,-0.0430,0.7260,0.0390,-0.0270,283.717530,47.204449,13.590
2523,9651234,K01938.01,Kepler-1020 b,CONFIRMED,CANDIDATE,96.915170700,2.9160000e-04,-2.9160000e-04,187.0895500,2.360000e-03,-2.360000e-03,0.541,0.061,-0.410,6.06500,0.08050,-0.08050,862.8,1.870e+01,-1.870e+01,2.37,0.17,-1.300e-01,53.40,1,15,5162.00,103.00,-93.00,0.7910,0.0560,-0.0420,0.8260,0.0460,-0.0460,292.672550,46.377419,14.031
2524,7045496,K01939.01,Kepler-1021 b,CONFIRMED,CANDIDATE,13.474727420,4.4620000e-05,-4.4620000e-05,133.4899900,2.880000e-03,-2.880000e-03,0.025,0.429,-0.025,2.59950,0.08450,-0.08450,729.6,3.380e+01,-3.380e+01,1.96,0.33,-1.500e-01,25.30,1,98,5395.00,160.00,-144.00,0.7340,0.1230,-0.0570,0.8210,0.0760,-0.0930,295.204900,42.559681,15.164
2525,10005788,K01940.01,Kepler-1022 b,CONFIRMED,CANDIDATE,10.994708910,1.9160000e-05,-1.9160000e-05,137.3576900,1.490000e-03,-1.490000e-03,0.265,0.184,-0.265,1.59290,0.04970,-0.04970,884.7,3.090e+01,-3.090e+01,1.71,0.15,-1.700e-01,32.70,1,125,4302.00,127.00,-127.00,0.5860,0.0490,-0.0590,0.5730,0.0620,-0.0450,289.352020,46.973728,15.389
2527,2832589,K01942.01,,CANDIDATE,CANDIDATE,10.849694770,2.7770000e-05,-2.7770000e-05,136.7443200,2.100000e-03,-2.100000e-03,0.550,0.280,-0.347,3.47400,0.06730,-0.06730,1122.1,2.750e+01,-2.750e+01,2.67,0.38,-2.100e-01,43.50,2,124,5251.00,158.00,-158.00,0.7780,0.1120,-0.0600,0.8690,0.0600,-0.0950,286.006740,38.009541,15.409
