# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Fri Feb  2 04:14:41 2018
#
# CONSTRAINT:  where (koi_disposition like '%CONFIRMED%'
# CONSTRAINT:  and koi_count > 2
# CONSTRAINT:  )
#
# COLUMN kepid:          KepID
# COLUMN kepoi_name:     KOI Name
# COLUMN kepler_name:    Kepler Name
# COLUMN koi_disposition: Exoplanet Archive Disposition
# COLUMN koi_pdisposition: Disposition Using Kepler Data
# COLUMN koi_period:     Orbital Period [days]
# COLUMN koi_period_err1: Orbital Period Upper Unc. [days]
# COLUMN koi_period_err2: Orbital Period Lower Unc. [days]
# COLUMN koi_time0bk:    Transit Epoch [BKJD]
# COLUMN koi_time0bk_err1: Transit Epoch Upper Unc. [BKJD]
# COLUMN koi_time0bk_err2: Transit Epoch Lower Unc. [BKJD]
# COLUMN koi_impact:     Impact Parameter
# COLUMN koi_impact_err1: Impact Parameter Upper Unc.
# COLUMN koi_impact_err2: Impact Parameter Lower Unc.
# COLUMN koi_duration:   Transit Duration [hrs]
# COLUMN koi_duration_err1: Transit Duration Upper Unc. [hrs]
# COLUMN koi_duration_err2: Transit Duration Lower Unc. [hrs]
# COLUMN koi_depth:      Transit Depth [ppm]
# COLUMN koi_depth_err1: Transit Depth Upper Unc. [ppm]
# COLUMN koi_depth_err2: Transit Depth Lower Unc. [ppm]
# COLUMN koi_prad:       Planetary Radius [Earth radii]
# COLUMN koi_prad_err1:  Planetary Radius Upper Unc. [Earth radii]
# COLUMN koi_prad_err2:  Planetary Radius Lower Unc. [Earth radii]
# COLUMN koi_teq:        Equilibrium Temperature [K]
# COLUMN koi_teq_err1:   Equilibrium Temperature Upper Unc. [K]
# COLUMN koi_teq_err2:   Equilibrium Temperature Lower Unc. [K]
# COLUMN koi_model_snr:  Transit Signal-to-Noise
# COLUMN koi_count:      Number of Planets
# COLUMN koi_steff:      Stellar Effective Temperature [K]
# COLUMN koi_steff_err1: Stellar Effective Temperature Upper Unc. [K]
# COLUMN koi_steff_err2: Stellar Effective Temperature Lower Unc. [K]
# COLUMN koi_srad:       Stellar Radius [Solar radii]
# COLUMN koi_srad_err1:  Stellar Radius Upper Unc. [Solar radii]
# COLUMN koi_srad_err2:  Stellar Radius Lower Unc. [Solar radii]
# COLUMN ra:             RA [decimal degrees]
# COLUMN dec:            Dec [decimal degrees]
# COLUMN koi_kepmag:     Kepler-band [mag]
#
rowid,kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_model_snr,koi_count,koi_steff,koi_steff_err1,koi_steff_err2,koi_srad,koi_srad_err1,koi_srad_err2,ra,dec,koi_kepmag
1251,8247638,K00907.02,Kepler-251 d,CONFIRMED,CANDIDATE,30.132929800,1.0130000e-04,-1.0130000e-04,190.3833600,2.820000e-03,-2.820000e-03,0.839,0.000,-0.594,5.17200,0.11300,-0.11300,1015.8,2.400e+01,-2.400e+01,3.14,0.32,-2.700e-01,536.0,,,44.80,4,5527.00,111.00,-111.00,0.8660,0.0890,-0.0740,296.566220,44.105862,15.223
1252,8247638,K00907.03,Kepler-251 b,CONFIRMED,CANDIDATE,4.790908090,2.2820000e-05,-2.2820000e-05,136.3110600,3.920000e-03,-3.920000e-03,0.110,0.342,-0.110,2.60300,0.11000,-0.11000,251.3,1.320e+01,-1.320e+01,1.36,0.14,-1.200e-01,990.0,,,21.20,4,5527.00,111.00,-111.00,0.8660,0.0890,-0.0740,296.566220,44.105862,15.223
1253,8247638,K00907.04,Kepler-251 e,CONFIRMED,CANDIDATE,99.641596200,6.6370000e-04,-6.6370000e-04,198.6866400,5.080000e-03,-5.080000e-03,0.028,0.418,-0.028,4.44800,0.14000,-0.14000,952.5,4.410e+01,-4.410e+01,2.64,0.27,-2.300e-01,360.0,,,22.70,4,5527.00,111.00,-111.00,0.8660,0.0890,-0.0740,296.566220,44.105862,15.223
1269,8689373,K00921.01,Kepler-253 c,CONFIRMED,CANDIDATE,10.281945930,1.8840000e-05,-1.8840000e-05,175.3398800,1.440000e-03,-1.440000e-03,0.168,0.267,-0.168,3.43660,0.05410,-0.05410,1110.7,2.130e+01,-2.130e+01,2.53,0.36,-1.900e-01,680.0,,,55.00,3,5196.00,155.00,-155.00,0.7750,0.1110,-0.0560,291.841980,44.858089,15.532
1270,8689373,K00921.02,Kepler-253 d,CONFIRMED,CANDIDATE,18.119930390,3.7010000e-05,-3.7010000e-05,182.6153500,1.640000e-03,-1.640000e-03,0.206,0.192,-0.206,4.23090,0.05810,-0.05810,1506.9,2.580e+01,-2.580e+01,2.95,0.42,-2.200e-01,563.0,,,60.70,3,5196.00,155.00,-155.00,0.7750,0.1110,-0.0560,291.841980,44.858089,15.532
1271,8689373,K00921.03,Kepler-253 b,CONFIRMED,CANDIDATE,3.784028670,1.0760000e-05,-1.0760000e-05,133.2813300,2.360000e-03,-2.360000e-03,0.691,0.216,-0.466,1.90120,0.06780,-0.06780,426.1,1.840e+01,-1.840e+01,1.70,0.25,-1.200e-01,949.0,,,25.60,3,5196.00,155.00,-155.00,0.7750,0.1110,-0.0560,291.841980,44.858089,15.532
1285,9334289,K00934.01,Kepler-254 b,CONFIRMED,CANDIDATE,5.826657508,6.4340000e-06,-6.4340000e-06,173.0114110,9.250000e-04,-9.250000e-04,0.033,0.335,-0.033,2.91830,0.03210,-0.03210,1539.1,2.090e+01,-2.090e+01,4.09,0.60,-4.900e-01,1013.0,,,81.10,3,5561.00,75.00,-83.00,1.0600,0.1560,-0.1270,288.164700,45.816509,15.843
1286,9334289,K00934.02,Kepler-254 c,CONFIRMED,CANDIDATE,12.412163470,5.7120000e-05,-5.7120000e-05,142.5403900,4.090000e-03,-4.090000e-03,0.021,0.438,-0.021,3.73900,0.11100,-0.11100,611.3,2.600e+01,-2.600e+01,2.58,0.38,-3.100e-01,787.0,,,25.60,3,5561.00,75.00,-83.00,1.0600,0.1560,-0.1270,288.164700,45.816509,15.843
1287,9334289,K00934.03,Kepler-254 d,CONFIRMED,CANDIDATE,18.746490110,8.7630000e-05,-8.7630000e-05,147.1307400,3.760000e-03,-3.760000e-03,0.508,0.011,-0.478,3.89500,0.12700,-0.12700,796.8,3.280e+01,-3.280e+01,3.05,0.45,-3.700e-01,686.0,,,26.70,3,5561.00,75.00,-83.00,1.0600,0.1560,-0.1270,288.164700,45.816509,15.843
1288,9347899,K00935.01,Kepler-31 b,CONFIRMED,CANDIDATE,20.860212290,2.3860000e-05,-2.3860000e-05,180.0177570,9.340000e-04,-9.340000e-04,0.066,0.253,-0.065,5.19370,0.03350,-0.03350,1910.5,1.750e+01,-1.750e+01,5.50,0.82,-1.090e+00,781.0,,,117.00,4,6035.00,120.00,-120.00,1.2570,0.1870,-0.2500,294.023010,45.853081,15.237
1289,9347899,K00935.02,Kepler-31 c,CONFIRMED,CANDIDATE,42.634278480,7.6740000e-05,-7.6740000e-05,141.1695400,1.510000e-03,-1.510000e-03,0.142,0.189,-0.142,6.19980,0.05350,-0.05350,1719.3,2.280e+01,-2.280e+01,5.22,0.78,-1.030e+00,615.0,,,78.70,4,6035.00,120.00,-120.00,1.2570,0.1870,-0.2500,294.023010,45.853081,15.237
1290,9347899,K00935.03,Kepler-31 d,CONFIRMED,CANDIDATE,87.647606800,4.1970000e-04,-4.1970000e-04,134.9422200,4.050000e-03,-4.050000e-03,0.147,0.276,-0.147,8.87100,0.12800,-0.12800,1009.6,2.740e+01,-2.740e+01,4.00,0.60,-7.900e-01,484.0,,,37.50,4,6035.00,120.00,-120.00,1.2570,0.1870,-0.2500,294.023010,45.853081,15.237
1295,9415172,K00938.01,Kepler-255 c,CONFIRMED,CANDIDATE,9.946023570,2.0700000e-05,-2.0700000e-05,171.7019200,1.650000e-03,-1.650000e-03,0.035,0.400,-0.035,3.38620,0.05570,-0.05570,994.5,2.050e+01,-2.050e+01,3.12,0.44,-4.300e-01,807.0,,,51.00,3,5344.00,80.00,-80.00,1.0130,0.1410,-0.1410,296.064240,45.976841,15.596
1296,9415172,K00938.02,Kepler-255 d,CONFIRMED,CANDIDATE,1.045621950,2.7170000e-06,-2.7170000e-06,133.9191200,2.250000e-03,-2.250000e-03,0.037,0.425,-0.037,1.89550,0.07250,-0.07250,213.0,9.700e+00,-9.700e+00,1.45,0.20,-2.000e-01,1710.0,,,25.30,3,5344.00,80.00,-80.00,1.0130,0.1410,-0.1410,296.064240,45.976841,15.596
1297,9415172,K00938.03,Kepler-255 b,CONFIRMED,CANDIDATE,5.714623960,3.2500000e-05,-3.2500000e-05,132.6386600,4.320000e-03,-4.320000e-03,0.503,0.448,-0.294,2.33600,0.12400,-0.12400,297.8,1.980e+01,-1.980e+01,1.78,0.24,-2.500e-01,971.0,,,16.70,3,5344.00,80.00,-80.00,1.0130,0.1410,-0.1410,296.064240,45.976841,15.596
1298,9466668,K00939.01,Kepler-256 c,CONFIRMED,CANDIDATE,3.388012244,9.4900000e-06,-9.4900000e-06,170.5336000,2.280000e-03,-2.280000e-03,0.433,0.008,-0.433,2.68490,0.07190,-0.07190,280.1,9.900e+00,-9.900e+00,2.11,0.33,-4.100e-01,1315.0,,,30.60,4,5553.00,111.00,,1.2500,0.1960,-0.2400,292.580440,46.097389,15.065
1299,9466668,K00939.02,Kepler-256 d,CONFIRMED,CANDIDATE,5.839097610,2.0220000e-05,-2.0220000e-05,132.0926100,2.910000e-03,-2.910000e-03,0.341,0.096,-0.341,3.19150,0.08990,-0.08990,273.6,1.160e+01,-1.160e+01,2.06,0.33,-3.900e-01,1097.0,,,25.20,4,5553.00,111.00,0.00,1.2500,0.1960,-0.2400,292.580440,46.097389,15.065
1300,9466668,K00939.03,Kepler-256 b,CONFIRMED,CANDIDATE,1.620467654,5.9240000e-06,-5.9240000e-06,132.0638800,3.280000e-03,-3.280000e-03,0.271,0.189,-0.271,2.18880,0.09950,-0.09950,159.6,8.300e+00,-8.300e+00,1.57,0.24,-3.000e-01,1681.0,,,22.70,4,5553.00,111.00,0.00,1.2500,0.1960,-0.2400,292.580440,46.097389,15.065
1301,9466668,K00939.04,Kepler-256 e,CONFIRMED,CANDIDATE,10.681695100,5.1740000e-05,-5.1740000e-05,131.5508200,3.720000e-03,-3.720000e-03,0.646,0.274,-0.425,3.60500,0.11000,-0.11000,307.8,1.460e+01,-1.460e+01,2.30,0.36,-4.400e-01,897.0,,,21.90,4,5553.00,111.00,0.00,1.2500,0.1960,-0.2400,292.580440,46.097389,15.065
1303,9480189,K00941.01,Kepler-257 c,CONFIRMED,CANDIDATE,6.581477136,5.4850000e-06,-5.4850000e-06,174.7878140,6.300000e-04,-6.300000e-04,0.137,0.314,-0.137,3.08960,0.03680,-0.03680,2318.9,2.210e+01,-2.210e+01,4.56,1.56,-7.200e-01,881.0,,,116.20,3,5188.00,171.00,-155.00,0.9730,0.3330,-0.1540,297.315980,46.023258,15.471
1304,9480189,K00941.02,Kepler-257 b,CONFIRMED,CANDIDATE,2.382652873,3.5950000e-06,-3.5950000e-06,170.6662600,1.190000e-03,-1.190000e-03,0.682,0.019,-0.519,1.88880,0.04480,-0.04480,705.4,1.810e+01,-1.810e+01,2.74,0.94,-4.300e-01,1237.0,,,45.50,3,5188.00,171.00,-155.00,0.9730,0.3330,-0.1540,297.315980,46.023258,15.471
1305,9480189,K00941.03,Kepler-257 d,CONFIRMED,CANDIDATE,24.664614160,4.0620000e-05,-4.0620000e-05,189.0203100,1.120000e-03,-1.120000e-03,0.800,0.061,-0.567,2.85790,0.06170,-0.06170,2398.8,4.680e+01,-4.680e+01,5.34,1.83,-8.400e-01,567.0,,,56.70,3,5188.00,171.00,-155.00,0.9730,0.3330,-0.1540,297.315980,46.023258,15.471
1319,9787239,K00952.01,Kepler-32 b,CONFIRMED,CANDIDATE,5.901278150,7.0300000e-06,-7.0300000e-06,171.4067400,8.840000e-04,-8.840000e-04,0.030,0.288,-0.030,2.19790,0.03070,-0.03070,1525.2,2.890e+01,-2.890e+01,1.94,0.13,-2.000e-01,514.0,,,56.60,5,3731.00,73.00,-83.00,0.4980,0.0340,-0.0510,297.842410,46.574268,15.801
1320,9787239,K00952.02,Kepler-32 c,CONFIRMED,CANDIDATE,8.752096910,1.3060000e-05,-1.3060000e-05,170.6367100,1.180000e-03,-1.180000e-03,0.017,0.317,-0.017,2.37420,0.03840,-0.03840,1367.6,3.250e+01,-3.250e+01,1.83,0.13,-1.900e-01,451.0,,,44.80,5,3731.00,73.00,-83.00,0.4980,0.0340,-0.0510,297.842410,46.574268,15.801
1321,9787239,K00952.03,Kepler-32 d,CONFIRMED,CANDIDATE,22.780782410,3.9510000e-05,-3.9510000e-05,155.2040800,1.380000e-03,-1.380000e-03,0.008,0.283,-0.008,3.30020,0.04490,-0.04490,1925.1,4.230e+01,-4.230e+01,2.17,0.15,-2.200e-01,328.0,,,46.40,5,3731.00,73.00,-83.00,0.4980,0.0340,-0.0510,297.842410,46.574268,15.801
1322,9787239,K00952.04,Kepler-32 e,CONFIRMED,CANDIDATE,2.896005211,4.3170000e-06,-4.3170000e-06,133.6122800,1.180000e-03,-1.180000e-03,0.082,0.256,-0.082,1.67760,0.03450,-0.03450,614.1,2.320e+01,-2.320e+01,1.23,0.08,-1.300e-01,652.0,,,28.60,5,3731.00,73.00,-83.00,0.4980,0.0340,-0.0510,297.842410,46.574268,15.801
1323,9787239,K00952.05,Kepler-32 f,CONFIRMED,CANDIDATE,0.742957911,2.3000000e-07,-2.3000000e-07,133.2793600,2.280000e-04,-2.280000e-04,0.162,0.162,-0.161,0.66880,0.05100,-0.05100,843.3,1.360e+01,-1.360e+01,1.47,0.10,-1.500e-01,1026.0,,,45.30,5,3731.00,73.00,-83.00,0.4980,0.0340,-0.0510,297.842410,46.574268,15.801
1333,8561063,K00961.01,Kepler-42 b,CONFIRMED,CANDIDATE,1.213770423,3.2700000e-07,-3.2700000e-07,170.4836450,1.950000e-04,-1.950000e-04,0.830,0.009,-0.578,0.55320,0.00939,-0.00939,1821.0,1.950e+01,-1.950e+01,0.78,0.20,-9.000e-02,525.0,,,111.40,3,3292.00,44.00,-24.00,0.1480,0.0390,-0.0170,292.219060,44.619160,15.920
1334,8561063,K00961.02,Kepler-42 c,CONFIRMED,FALSE POSITIVE,0.453287416,1.0200000e-07,-1.0200000e-07,133.8697410,1.860000e-04,-1.860000e-04,0.810,0.068,-0.329,0.44450,0.01500,-0.01500,1461.5,1.130e+01,-1.130e+01,0.76,0.19,-9.000e-02,729.0,,,150.40,3,3292.00,44.00,-24.00,0.1480,0.0390,-0.0170,292.219060,44.619160,15.920
1335,8561063,K00961.03,Kepler-42 d,CONFIRMED,CANDIDATE,1.865114193,1.0050000e-06,-1.0050000e-06,133.7923440,4.760000e-04,-4.760000e-04,0.785,0.129,-0.541,0.42790,0.02210,-0.02210,1124.8,2.210e+01,-2.210e+01,0.66,0.17,-8.000e-02,455.0,,,56.90,3,3292.00,44.00,-24.00,0.1480,0.0390,-0.0170,292.219060,44.619160,15.920
1366,1718189,K00993.01,Kepler-262 c,CONFIRMED,CANDIDATE,21.853629050,9.2260000e-05,-9.2260000e-05,144.3203100,3.790000e-03,-3.790000e-03,0.676,0.035,-0.511,3.43900,0.10800,-0.10800,355.6,1.670e+01,-1.670e+01,1.75,0.47,-1.600e-01,618.0,,,23.00,3,5830.00,146.00,-161.00,0.8760,0.2340,-0.0780,290.728670,37.252651,14.246
1367,1718189,K00993.02,Kepler-262 b,CONFIRMED,CANDIDATE,13.060793600,1.0530000e-04,-1.0530000e-04,137.6314800,5.770000e-03,-5.770000e-03,0.718,0.262,-0.490,3.21500,0.19500,-0.19500,236.6,1.410e+01,-1.410e+01,1.45,0.38,-1.300e-01,734.0,,,19.40,3,5830.00,146.00,-161.00,0.8760,0.2340,-0.0780,290.728670,37.252651,14.246
1390,8158127,K01015.01,Kepler-750 b,CONFIRMED,CANDIDATE,9.428898840,2.3540000e-05,-2.3540000e-05,140.1046000,2.020000e-03,-2.020000e-03,0.011,0.386,-0.011,4.44810,0.05820,-0.05820,565.4,1.200e+01,-1.200e+01,4.39,0.61,-1.130e+00,1163.0,,,50.40,3,5897.00,79.00,-79.00,1.8600,0.2590,-0.4810,289.096890,44.004379,14.500
1391,8158127,K01015.02,Kepler-750 c,CONFIRMED,CANDIDATE,4.088972990,2.1510000e-05,-2.1510000e-05,135.7640200,5.070000e-03,-5.070000e-03,0.374,0.059,-0.374,3.58500,0.13800,-0.13800,157.9,9.300e+00,-9.300e+00,2.36,0.32,-6.100e-01,1537.0,,,19.00,3,5897.00,79.00,-79.00,1.8600,0.2590,-0.4810,289.096890,44.004379,14.500
1424,5956342,K01052.01,Kepler-265 c,CONFIRMED,CANDIDATE,17.029027860,7.5320000e-05,-7.5320000e-05,143.3339500,3.880000e-03,-3.880000e-03,0.202,0.251,-0.202,4.64500,0.11300,-0.11300,568.9,2.050e+01,-2.050e+01,2.54,0.38,-4.100e-01,755.0,,,29.80,4,5839.00,105.00,-105.00,1.0670,0.1560,-0.1720,290.510470,41.244820,15.381
1425,5956342,K01052.02,Kepler-265 b,CONFIRMED,CANDIDATE,6.846192360,4.0360000e-05,-4.0360000e-05,132.1726500,5.280000e-03,-5.280000e-03,0.077,0.388,-0.077,3.52900,0.14500,-0.14500,246.8,1.520e+01,-1.520e+01,1.67,0.25,-2.700e-01,1022.0,,,17.70,4,5839.00,105.00,-105.00,1.0670,0.1560,-0.1720,290.510470,41.244820,15.381
1426,5956342,K01052.03,Kepler-265 e,CONFIRMED,CANDIDATE,67.832163800,9.1190000e-04,-9.1190000e-04,125.8810000,1.200000e-02,-1.200000e-02,0.027,0.410,-0.027,7.35800,0.25400,-0.25400,507.8,3.330e+01,-3.330e+01,2.39,0.35,-3.800e-01,476.0,,,15.50,4,5839.00,105.00,-105.00,1.0670,0.1560,-0.1720,290.510470,41.244820,15.381
1427,5956342,K01052.04,Kepler-265 d,CONFIRMED,CANDIDATE,43.131214700,3.5820000e-04,-3.5820000e-04,166.2610500,7.850000e-03,-7.850000e-03,0.670,0.292,-0.443,3.19800,0.18300,-0.18300,447.8,3.960e+01,-3.960e+01,2.39,0.35,-3.900e-01,554.0,,,11.80,4,5839.00,105.00,-105.00,1.0670,0.1560,-0.1720,290.510470,41.244820,15.381
1434,5880320,K01060.01,Kepler-758 b,CONFIRMED,CANDIDATE,12.109687090,6.2320000e-05,-6.2320000e-05,140.2125800,3.860000e-03,-3.860000e-03,0.924,0.004,-0.661,6.34610,0.09540,-0.09540,284.7,8.900e+00,-8.900e+00,2.98,0.46,-6.900e-01,1005.0,,,33.40,4,6021.00,120.00,-120.00,1.4580,0.2260,-0.3390,293.084630,41.135441,14.348
1435,5880320,K01060.02,Kepler-758 c,CONFIRMED,CANDIDATE,4.757961030,3.4480000e-05,-3.4480000e-05,137.6963600,6.180000e-03,-6.180000e-03,0.621,0.318,-0.391,4.66000,0.15700,-0.15700,124.5,6.500e+00,-6.500e+00,1.70,0.27,-3.900e-01,1372.0,,,20.90,4,6021.00,120.00,-120.00,1.4580,0.2260,-0.3390,293.084630,41.135441,14.348
1436,5880320,K01060.03,Kepler-758 d,CONFIRMED,CANDIDATE,20.497275500,3.3400000e-04,-3.3400000e-04,147.4389400,9.680000e-03,-9.680000e-03,0.966,0.015,-0.673,8.53600,0.40600,-0.40600,242.9,1.200e+01,-1.200e+01,2.96,0.46,-6.900e-01,843.0,,,22.80,4,6021.00,120.00,-120.00,1.4580,0.2260,-0.3390,293.084630,41.135441,14.348
1437,5880320,K01060.04,Kepler-758 e,CONFIRMED,CANDIDATE,8.193450650,7.0890000e-05,-7.0890000e-05,138.9961700,6.680000e-03,-6.680000e-03,0.815,0.149,-0.576,5.23400,0.20700,-0.20700,115.4,7.600e+00,-7.600e+00,1.74,0.27,-4.000e-01,1144.0,,,15.70,4,6021.00,120.00,-120.00,1.4580,0.2260,-0.3390,293.084630,41.135441,14.348
1457,10166274,K01078.01,Kepler-267 b,CONFIRMED,CANDIDATE,3.353732008,3.9960000e-06,-3.9960000e-06,134.8695970,9.450000e-04,-9.450000e-04,0.051,0.363,-0.051,1.45980,0.03460,-0.03460,1264.7,3.090e+01,-3.090e+01,1.65,0.12,-1.900e-01,615.0,,,47.80,3,3789.00,75.00,-82.00,0.4600,0.0350,-0.0530,299.830410,47.157459,15.438
1458,10166274,K01078.02,Kepler-267 c,CONFIRMED,CANDIDATE,6.877446033,8.8930000e-06,-8.8930000e-06,132.0842600,1.070000e-03,-1.070000e-03,0.790,0.010,-0.555,1.36920,0.04350,-0.04350,1632.3,4.920e+01,-4.920e+01,2.05,0.16,-2.400e-01,484.0,,,39.60,3,3789.00,75.00,-82.00,0.4600,0.0350,-0.0530,299.830410,47.157459,15.438
1459,10166274,K01078.03,Kepler-267 d,CONFIRMED,CANDIDATE,28.464648040,8.8050000e-05,-8.8050000e-05,158.0398600,2.540000e-03,-2.540000e-03,0.035,0.395,-0.035,2.66570,0.08060,-0.08060,1629.8,6.030e+01,-6.030e+01,1.87,0.14,-2.200e-01,301.0,,,28.90,3,3789.00,75.00,-82.00,0.4600,0.0350,-0.0530,299.830410,47.157459,15.438
1464,10141900,K01082.03,Kepler-763 b,CONFIRMED,CANDIDATE,1.196548464,3.7490000e-06,-3.7490000e-06,132.5336300,2.530000e-03,-2.530000e-03,0.332,0.136,-0.332,1.25920,0.08100,-0.08100,224.6,1.600e+01,-1.600e+01,1.25,0.06,-9.000e-02,1414.0,,,16.50,4,4999.00,79.00,-79.00,0.8430,0.0400,-0.0600,292.144470,47.157349,15.692
1484,3231341,K01102.01,Kepler-24 c,CONFIRMED,CANDIDATE,12.333438530,7.7670000e-05,-7.7670000e-05,137.5878200,5.130000e-03,-5.130000e-03,0.979,5.779,-0.028,6.22100,0.23900,-0.23900,536.4,2.070e+01,-2.070e+01,4.12,0.61,-8.400e-01,915.0,,,31.70,4,5896.00,117.00,-105.00,1.2400,0.1830,-0.2510,290.413270,38.343750,14.925
1485,3231341,K01102.02,Kepler-24 b,CONFIRMED,CANDIDATE,8.145159810,4.3800000e-05,-4.3800000e-05,140.5681100,4.190000e-03,-4.190000e-03,0.965,0.018,-0.521,5.07300,0.51300,-0.51300,446.8,1.740e+01,-1.740e+01,3.43,0.50,-7.000e-01,1050.0,,,32.20,4,5896.00,117.00,-105.00,1.2400,0.1830,-0.2510,290.413270,38.343750,14.925
1486,3231341,K01102.03,Kepler-24 e,CONFIRMED,CANDIDATE,18.998527900,1.7990000e-04,-1.7990000e-04,144.7415700,7.460000e-03,-7.460000e-03,1.300,73.170,-6.938,4.52900,0.33300,-0.33300,430.7,2.900e+01,-2.900e+01,43.17,6.37,-8.740e+00,792.0,,,16.90,4,5896.00,117.00,-105.00,1.2400,0.1830,-0.2510,290.413270,38.343750,14.925
1487,3231341,K01102.04,Kepler-24 d,CONFIRMED,CANDIDATE,4.244390490,2.7170000e-05,-2.7170000e-05,137.0664300,5.460000e-03,-5.460000e-03,0.949,0.000,-0.711,3.28200,0.13500,-0.13500,174.0,1.270e+01,-1.270e+01,2.07,0.30,-4.200e-01,1305.0,,,15.10,4,5896.00,117.00,-105.00,1.2400,0.1830,-0.2510,290.413270,38.343750,14.925
1491,3240158,K01106.01,Kepler-769 b,CONFIRMED,CANDIDATE,7.426081230,1.8800000e-05,-1.8800000e-05,139.9003900,2.050000e-03,-2.050000e-03,0.097,0.343,-0.097,3.63790,0.06720,-0.06720,443.3,1.260e+01,-1.260e+01,2.47,0.39,-2.300e-01,1037.0,,,37.50,3,6049.00,72.00,-91.00,1.1760,0.1840,-0.1070,292.713100,38.358212,14.818
1492,3240158,K01106.02,Kepler-769 c,CONFIRMED,CANDIDATE,15.986893200,2.8280000e-04,-2.8280000e-04,137.5964000,1.520000e-02,-1.520000e-02,0.533,0.018,-0.472,4.15800,0.53800,-0.53800,178.5,1.830e+01,-1.830e+01,1.62,0.25,-1.500e-01,803.0,,,10.90,3,6049.00,72.00,-91.00,1.1760,0.1840,-0.1070,292.713100,38.358212,14.818
1495,3218908,K01108.01,Kepler-770 b,CONFIRMED,CANDIDATE,18.925372460,5.2310000e-05,-5.2310000e-05,149.4955800,2.220000e-03,-2.220000e-03,0.806,0.025,-0.556,3.98350,0.06830,-0.06830,640.9,1.650e+01,-1.650e+01,13.92,2.00,-4.660e+00,1171.0,,,41.00,3,4941.00,49.00,-118.00,4.8850,0.7010,-1.6360,286.490420,38.374908,14.604
1496,3218908,K01108.02,Kepler-770 c,CONFIRMED,CANDIDATE,1.475323222,4.3920000e-06,-4.3920000e-06,131.8327200,2.570000e-03,-2.570000e-03,0.136,0.339,-0.136,2.31550,0.07350,-0.07350,154.9,6.500e+00,-6.500e+00,5.88,0.85,-1.970e+00,2740.0,,,27.20,3,4941.00,49.00,-118.00,4.8850,0.7010,-1.6360,286.490420,38.374908,14.604
1497,3218908,K01108.03,Kepler-770 d,CONFIRMED,CANDIDATE,4.152461180,1.5840000e-05,-1.5840000e-05,134.5799100,3.240000e-03,-3.240000e-03,0.639,0.280,-0.448,2.57550,0.09010,-0.09010,223.4,9.900e+00,-9.900e+00,7.62,1.09,-2.550e+00,1941.0,,,24.50,3,4941.00,49.00,-118.00,4.8850,0.7010,-1.6360,286.490420,38.374908,14.604
1519,6359320,K01127.01,Kepler-269 b,CONFIRMED,CANDIDATE,5.326672990,1.9620000e-05,-1.9620000e-05,357.1261700,2.640000e-03,-2.640000e-03,0.043,0.403,-0.043,3.40450,0.07390,-0.07390,611.4,1.930e+01,-1.930e+01,2.26,0.74,-2.300e-01,1007.0,,,34.10,3,5831.00,184.00,-205.00,0.9210,0.3010,-0.0940,290.215180,41.775970,15.808
1520,6359320,K01127.02,Kepler-269 c,CONFIRMED,CANDIDATE,8.128093300,1.1070000e-04,-1.1070000e-04,358.6836700,9.630000e-03,-9.630000e-03,0.357,0.106,-0.357,3.72700,0.24500,-0.24500,224.1,2.200e+01,-2.200e+01,1.39,0.45,-1.400e-01,875.0,,,10.70,3,5831.00,184.00,-205.00,0.9210,0.3010,-0.0940,290.215180,41.775970,15.808
1546,8280511,K01151.01,Kepler-271 b,CONFIRMED,CANDIDATE,10.435470310,2.6850000e-05,-2.6850000e-05,134.8246200,2.300000e-03,-2.300000e-03,0.174,0.257,-0.174,3.41670,0.05980,-0.05980,210.2,6.000e+00,-6.000e+00,1.22,0.13,-9.000e-02,759.0,,,36.70,5,5528.00,110.00,-110.00,0.8530,0.0890,-0.0670,283.002960,44.284229,13.404
1547,8280511,K01151.02,Kepler-271 c,CONFIRMED,CANDIDATE,7.410843140,3.0980000e-05,-3.0980000e-05,135.7542500,3.430000e-03,-3.430000e-03,0.064,0.384,-0.064,3.24500,0.09650,-0.09650,124.1,5.200e+00,-5.200e+00,0.94,0.10,-8.000e-02,850.0,,,25.60,5,5528.00,110.00,-110.00,0.8530,0.0890,-0.0670,283.002960,44.284229,13.404
1548,8280511,K01151.03,Kepler-271 d,CONFIRMED,CANDIDATE,5.249704320,3.4390000e-05,-3.4390000e-05,135.4691100,5.200000e-03,-5.200000e-03,0.248,0.199,-0.248,2.74600,0.14700,-0.14700,61.9,5.000e+00,-5.000e+00,0.67,0.07,-6.000e-02,954.0,,,13.90,5,5528.00,110.00,-110.00,0.8530,0.0890,-0.0670,283.002960,44.284229,13.404
